BINCODE	NAME	IDENTIFIER	DESCRIPTION	TYPE
'15.3.6.2.6'	'RNA biosynthesis.RNA polymerase II-dependent transcription.MEDIATOR transcription co-activator complex.middle module.MED31 component'	'eme30181'	'RNA biosynthesis.RNA polymerase II-dependent transcription.MEDIATOR transcription co-activator complex.middle module.MED31 component (original description: pep supercontig:ASM34128v1:scaf_18:160066:160670:-1 gene:Gasu_25550 transcript:EME30181 gene_biotype:protein_coding transcript_biotype:protein_coding description:SOH1-like protein (ISS) isoform 2)'	T
'15.3.6.3'	'RNA biosynthesis.RNA polymerase II-dependent transcription.MEDIATOR transcription co-activator complex.tail module'	''	''	
'15.3.6.3.1'	'RNA biosynthesis.RNA polymerase II-dependent transcription.MEDIATOR transcription co-activator complex.tail module.MED2/MED29/MED32 component'	''	''	
'15.3.6.3.2'	'RNA biosynthesis.RNA polymerase II-dependent transcription.MEDIATOR transcription co-activator complex.tail module.MED3/MED27 component'	''	''	
'15.3.6.3.3'	'RNA biosynthesis.RNA polymerase II-dependent transcription.MEDIATOR transcription co-activator complex.tail module.MED5/MED24/MED33 component'	''	''	
'15.3.6.3.4'	'RNA biosynthesis.RNA polymerase II-dependent transcription.MEDIATOR transcription co-activator complex.tail module.MED14 component'	''	''	
'15.3.6.3.5'	'RNA biosynthesis.RNA polymerase II-dependent transcription.MEDIATOR transcription co-activator complex.tail module.MED15 component'	''	''	
'15.3.6.3.6'	'RNA biosynthesis.RNA polymerase II-dependent transcription.MEDIATOR transcription co-activator complex.tail module.MED16 component'	''	''	
'15.3.6.3.7'	'RNA biosynthesis.RNA polymerase II-dependent transcription.MEDIATOR transcription co-activator complex.tail module.MED23 component'	''	''	
'15.3.6.4'	'RNA biosynthesis.RNA polymerase II-dependent transcription.MEDIATOR transcription co-activator complex.kinase module'	''	''	
'15.3.6.4.1'	'RNA biosynthesis.RNA polymerase II-dependent transcription.MEDIATOR transcription co-activator complex.kinase module.MED12 component'	''	''	
'15.3.6.4.2'	'RNA biosynthesis.RNA polymerase II-dependent transcription.MEDIATOR transcription co-activator complex.kinase module.MED13 component'	''	''	
'15.3.6.4.3'	'RNA biosynthesis.RNA polymerase II-dependent transcription.MEDIATOR transcription co-activator complex.kinase module.CDK8 component'	''	''	
'15.3.6.4.4'	'RNA biosynthesis.RNA polymerase II-dependent transcription.MEDIATOR transcription co-activator complex.kinase module.CycC component'	''	''	
'15.3.6.5'	'RNA biosynthesis.RNA polymerase II-dependent transcription.MEDIATOR transcription co-activator complex.other'	''	''	
'15.3.6.5.1'	'RNA biosynthesis.RNA polymerase II-dependent transcription.MEDIATOR transcription co-activator complex.other.MED25 component'	''	''	
'15.3.6.5.2'	'RNA biosynthesis.RNA polymerase II-dependent transcription.MEDIATOR transcription co-activator complex.other.MED26 component'	''	''	
'15.3.6.5.3'	'RNA biosynthesis.RNA polymerase II-dependent transcription.MEDIATOR transcription co-activator complex.other.MED34 component'	''	''	
'15.3.7'	'RNA biosynthesis.RNA polymerase II-dependent transcription.ELONGATOR transcription elongation complex'	''	''	
'15.3.7.1'	'RNA biosynthesis.RNA polymerase II-dependent transcription.ELONGATOR transcription elongation complex.ELP1 component'	''	''	
'15.3.7.2'	'RNA biosynthesis.RNA polymerase II-dependent transcription.ELONGATOR transcription elongation complex.ELP2 component'	'eme27931'	'RNA biosynthesis.RNA polymerase II-dependent transcription.ELONGATOR transcription elongation complex.ELP2 component (original description: pep supercontig:ASM34128v1:scaf_42:104746:107376:-1 gene:Gasu_45930 transcript:EME27931 gene_biotype:protein_coding transcript_biotype:protein_coding description:elongator complex protein 2 isoform 2)'	T
'15.3.7.2'	'RNA biosynthesis.RNA polymerase II-dependent transcription.ELONGATOR transcription elongation complex.ELP2 component'	'eme27932'	'RNA biosynthesis.RNA polymerase II-dependent transcription.ELONGATOR transcription elongation complex.ELP2 component (original description: pep supercontig:ASM34128v1:scaf_42:104526:107400:-1 gene:Gasu_45930 transcript:EME27932 gene_biotype:protein_coding transcript_biotype:protein_coding description:elongator complex protein 2 isoform 2)'	T
'15.3.7.3'	'RNA biosynthesis.RNA polymerase II-dependent transcription.ELONGATOR transcription elongation complex.ELP3 component'	'eme26098'	'RNA biosynthesis.RNA polymerase II-dependent transcription.ELONGATOR transcription elongation complex.ELP3 component (original description: pep supercontig:ASM34128v1:scaf_127:3876:6210:-1 gene:Gasu_62530 transcript:EME26098 gene_biotype:protein_coding transcript_biotype:protein_coding description:elongator complex protein 3)'	T
'15.3.7.4'	'RNA biosynthesis.RNA polymerase II-dependent transcription.ELONGATOR transcription elongation complex.ELP4 component'	'eme26522'	'RNA biosynthesis.RNA polymerase II-dependent transcription.ELONGATOR transcription elongation complex.ELP4 component (original description: pep supercontig:ASM34128v1:scaf_63:41101:42294:1 gene:Gasu_58460 transcript:EME26522 gene_biotype:protein_coding transcript_biotype:protein_coding description:elongator complex protein 4)'	T
'15.3.7.5'	'RNA biosynthesis.RNA polymerase II-dependent transcription.ELONGATOR transcription elongation complex.ELP5 component'	''	''	
'15.3.7.6'	'RNA biosynthesis.RNA polymerase II-dependent transcription.ELONGATOR transcription elongation complex.ELP6 component'	''	''	
'15.3.7.7'	'RNA biosynthesis.RNA polymerase II-dependent transcription.ELONGATOR transcription elongation complex.DRL1 regulator protein'	'eme30024'	'RNA biosynthesis.RNA polymerase II-dependent transcription.ELONGATOR transcription elongation complex.DRL1 regulator protein (original description: pep supercontig:ASM34128v1:scaf_19:89891:91247:1 gene:Gasu_26110 transcript:EME30024 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein)'	T
'15.3.8'	'RNA biosynthesis.RNA polymerase II-dependent transcription.transcription termination'	''	''	
'15.3.8.1'	'RNA biosynthesis.RNA polymerase II-dependent transcription.transcription termination.exoribonuclease (RAT1/XRN2)'	''	''	
'15.3.8.2'	'RNA biosynthesis.RNA polymerase II-dependent transcription.transcription termination.decapping nuclease (RAI1)'	'eme29830'	'RNA biosynthesis.RNA polymerase II-dependent transcription.transcription termination.decapping nuclease (RAI1) (original description: pep supercontig:ASM34128v1:scaf_21:120846:121900:-1 gene:Gasu_28300 transcript:EME29830 gene_biotype:protein_coding transcript_biotype:protein_coding description:glycine-rich protein)'	T
'15.3.8.3'	'RNA biosynthesis.RNA polymerase II-dependent transcription.transcription termination.helicase (SEN1)'	''	''	
'15.3.8.4'	'RNA biosynthesis.RNA polymerase II-dependent transcription.transcription termination.R-loop removal'	''	''	
'15.3.8.4.1'	'RNA biosynthesis.RNA polymerase II-dependent transcription.transcription termination.R-loop removal.ribonuclease H1'	''	''	
'15.3.8.4.2'	'RNA biosynthesis.RNA polymerase II-dependent transcription.transcription termination.R-loop removal.type-1A topoisomerase TOP3b'	'eme30198'	'RNA biosynthesis.RNA polymerase II-dependent transcription.transcription termination.R-loop removal.type-1A topoisomerase TOP3b (original description: pep supercontig:ASM34128v1:scaf_17:2141:4901:1 gene:Gasu_23550 transcript:EME30198 gene_biotype:protein_coding transcript_biotype:protein_coding description:DNA topoisomerase III alpha)'	T
'15.3.9'	'RNA biosynthesis.RNA polymerase II-dependent transcription.miRNA biogenesis'	''	''	
'15.3.9.1'	'RNA biosynthesis.RNA polymerase II-dependent transcription.miRNA biogenesis.DCL1-HYL1 miRNA biogenesis complex'	''	''	
'15.3.9.1.1'	'RNA biosynthesis.RNA polymerase II-dependent transcription.miRNA biogenesis.DCL1-HYL1 miRNA biogenesis complex.DCL1 endoribonuclease component'	''	''	
'15.3.9.1.2'	'RNA biosynthesis.RNA polymerase II-dependent transcription.miRNA biogenesis.DCL1-HYL1 miRNA biogenesis complex.HYL1 component'	''	''	
'15.3.9.1.3'	'RNA biosynthesis.RNA polymerase II-dependent transcription.miRNA biogenesis.DCL1-HYL1 miRNA biogenesis complex.SERRATE component'	'eme26311'	'RNA biosynthesis.RNA polymerase II-dependent transcription.miRNA biogenesis.DCL1-HYL1 miRNA biogenesis complex.SERRATE component (original description: pep supercontig:ASM34128v1:scaf_69:12771:15364:1 gene:Gasu_60410 transcript:EME26311 gene_biotype:protein_coding transcript_biotype:protein_coding description:DNA binding / transcription factor)'	T
'15.3.9.1.4'	'RNA biosynthesis.RNA polymerase II-dependent transcription.miRNA biogenesis.DCL1-HYL1 miRNA biogenesis complex.TOUGH component'	'eme31518'	'RNA biosynthesis.RNA polymerase II-dependent transcription.miRNA biogenesis.DCL1-HYL1 miRNA biogenesis complex.TOUGH component (original description: pep supercontig:ASM34128v1:scaf_7:79360:81450:-1 gene:Gasu_11940 transcript:EME31518 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein)'	T
'15.3.9.2'	'RNA biosynthesis.RNA polymerase II-dependent transcription.miRNA biogenesis.STV1 pri-miRNA recruitment factor'	''	''	
'15.3.9.3'	'RNA biosynthesis.RNA polymerase II-dependent transcription.miRNA biogenesis.DAWDLE pri-miRNA-DCL1 association factor'	'eme29380'	'RNA biosynthesis.RNA polymerase II-dependent transcription.miRNA biogenesis.DAWDLE pri-miRNA-DCL1 association factor (original description: pep supercontig:ASM34128v1:scaf_25:73131:74221:1 gene:Gasu_32070 transcript:EME29380 gene_biotype:protein_coding transcript_biotype:protein_coding description:Smad nuclear interacting protein 1 isoform 1)'	T
'15.3.9.3'	'RNA biosynthesis.RNA polymerase II-dependent transcription.miRNA biogenesis.DAWDLE pri-miRNA-DCL1 association factor'	'eme29379'	'RNA biosynthesis.RNA polymerase II-dependent transcription.miRNA biogenesis.DAWDLE pri-miRNA-DCL1 association factor (original description: pep supercontig:ASM34128v1:scaf_25:73131:74321:1 gene:Gasu_32070 transcript:EME29379 gene_biotype:protein_coding transcript_biotype:protein_coding description:Smad nuclear interacting protein 1 isoform 1)'	T
'15.3.9.4'	'RNA biosynthesis.RNA polymerase II-dependent transcription.miRNA biogenesis.HEN1 miRNA methyltransferase'	'eme30710'	'RNA biosynthesis.RNA polymerase II-dependent transcription.miRNA biogenesis.HEN1 miRNA methyltransferase (original description: pep supercontig:ASM34128v1:scaf_13:62387:63470:-1 gene:Gasu_19530 transcript:EME30710 gene_biotype:protein_coding transcript_biotype:protein_coding description:hexaprenyldihydroxybenzoate methyltransferase)'	T
'15.3.9.4'	'RNA biosynthesis.RNA polymerase II-dependent transcription.miRNA biogenesis.HEN1 miRNA methyltransferase'	'eme29999'	'RNA biosynthesis.RNA polymerase II-dependent transcription.miRNA biogenesis.HEN1 miRNA methyltransferase (original description: pep supercontig:ASM34128v1:scaf_19:39961:44200:1 gene:Gasu_25880 transcript:EME29999 gene_biotype:protein_coding transcript_biotype:protein_coding description:DNA mismatch repair protein MutS)'	T
'15.4'	'RNA biosynthesis.RNA polymerase III-dependent transcription'	''	''	
'15.4.1'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TATA box-binding protein (TBP) component'	'eme26936'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TATA box-binding protein (TBP) component (original description: pep supercontig:ASM34128v1:scaf_56:99391:100307:1 gene:Gasu_55060 transcript:EME26936 gene_biotype:protein_coding transcript_biotype:protein_coding description:transcription initiation factor TFIID TATA-box-binding protein)'	T
'15.4.2'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIa transcription factor'	''	''	
'15.4.3'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIb transcription factor complex'	''	''	
'15.4.3.1'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIb transcription factor complex.BRF1 component'	'eme27209'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIb transcription factor complex.BRF1 component (original description: pep supercontig:ASM34128v1:scaf_51:33073:35030:-1 gene:Gasu_51900 transcript:EME27209 gene_biotype:protein_coding transcript_biotype:protein_coding description:RNA polymerase III transcription factor IIIB)'	T
'15.4.3.2'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIb transcription factor complex.BDP1 component'	'eme27986'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIb transcription factor complex.BDP1 component (original description: pep supercontig:ASM34128v1:scaf_41:93486:94160:-1 gene:Gasu_44890 transcript:EME27986 gene_biotype:protein_coding transcript_biotype:protein_coding description:transcription factor)'	T
'15.4.4'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIc transcription factor complex'	''	''	
'15.4.4.1'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIc transcription factor complex.TFC1/Tau95 component'	'eme31992'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIc transcription factor complex.TFC1/Tau95 component (original description: pep supercontig:ASM34128v1:scaf_4:56481:58925:1 gene:Gasu_07390 transcript:EME31992 gene_biotype:protein_coding transcript_biotype:protein_coding description:transcription factor)'	T
'15.4.4.2'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIc transcription factor complex.TFC2/YY1 component'	''	''	
'15.4.4.3'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIc transcription factor complex.TFC3 promotor-binding component'	'eme31750'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIc transcription factor complex.TFC3 promotor-binding component (original description: pep supercontig:ASM34128v1:scaf_6:213199:218363:-1 gene:Gasu_11250 transcript:EME31750 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein)'	T
'15.4.4.4'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIc transcription factor complex.TFC4/Tau131 component'	'eme26724'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIc transcription factor complex.TFC4/Tau131 component (original description: pep supercontig:ASM34128v1:scaf_59:3390:6440:-1 gene:Gasu_56230 transcript:EME26724 gene_biotype:protein_coding transcript_biotype:protein_coding description:RNA polymerase III transcription factor TFIIIC-like protein)'	T
'15.4.4.5'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIc transcription factor complex.TFC7/Tau55 component'	''	''	
'15.4.5'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIe transcription factor complex'	''	''	
'15.4.5.1'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIe transcription factor complex.RPC82 component'	'eme29539'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIe transcription factor complex.RPC82 component (original description: pep supercontig:ASM34128v1:scaf_23:12716:14480:-1 gene:Gasu_29820 transcript:EME29539 gene_biotype:protein_coding transcript_biotype:protein_coding description:DNA-directed RNA polymerase III subunit C3)'	T
'15.4.5.2'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIe transcription factor complex.RPC34 component'	'eme32664'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIe transcription factor complex.RPC34 component (original description: pep supercontig:ASM34128v1:scaf_0:63186:64630:-1 gene:Gasu_00360 transcript:EME32664 gene_biotype:protein_coding transcript_biotype:protein_coding description:DNA-directed RNA polymerase III subunit C34)'	T
'15.4.5.3'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIe transcription factor complex.RPC31 component'	''	''	
'15.4.6'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIf transcription factor complex'	''	''	
'15.4.6.1'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIf transcription factor complex.small subunit'	'eme29661'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIf transcription factor complex.small subunit (original description: pep supercontig:ASM34128v1:scaf_22:23162:24800:-1 gene:Gasu_28850 transcript:EME29661 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein)'	T
'15.4.6.2'	'RNA biosynthesis.RNA polymerase III-dependent transcription.TFIIIf transcription factor complex.large subunit'	''	''	
'15.5'	'RNA biosynthesis.siRNA biogenesis'	''	''	
'15.5.1'	'RNA biosynthesis.siRNA biogenesis.SHH polymerase-IV-positioning factor'	''	''	
'15.5.2'	'RNA biosynthesis.siRNA biogenesis.RDR2 ssRNA polymerase'	''	''	
'15.5.3'	'RNA biosynthesis.siRNA biogenesis.RDR6 ssRNA polymerase'	''	''	
'15.5.4'	'RNA biosynthesis.siRNA biogenesis.CLSY1/2 RDR2-polymerase accessory protein'	''	''	
'15.5.5'	'RNA biosynthesis.siRNA biogenesis.CLSY3/4 regulator protein'	''	''	
'15.5.6'	'RNA biosynthesis.siRNA biogenesis.DCL-type endoribonuclease'	''	''	
'15.5.7'	'RNA biosynthesis.siRNA biogenesis.HEN1 siRNA methyltransferase'	'eme30710'	'RNA biosynthesis.siRNA biogenesis.HEN1 siRNA methyltransferase (original description: pep supercontig:ASM34128v1:scaf_13:62387:63470:-1 gene:Gasu_19530 transcript:EME30710 gene_biotype:protein_coding transcript_biotype:protein_coding description:hexaprenyldihydroxybenzoate methyltransferase)'	T
'15.5.7'	'RNA biosynthesis.siRNA biogenesis.HEN1 siRNA methyltransferase'	'eme29999'	'RNA biosynthesis.siRNA biogenesis.HEN1 siRNA methyltransferase (original description: pep supercontig:ASM34128v1:scaf_19:39961:44200:1 gene:Gasu_25880 transcript:EME29999 gene_biotype:protein_coding transcript_biotype:protein_coding description:DNA mismatch repair protein MutS)'	T
'15.5.8'	'RNA biosynthesis.siRNA biogenesis.DRB4-DRB7.1 regulator complex'	''	''	
'15.5.8.1'	'RNA biosynthesis.siRNA biogenesis.DRB4-DRB7.1 regulator complex.DRB4 component'	''	''	
'15.5.8.2'	'RNA biosynthesis.siRNA biogenesis.DRB4-DRB7.1 regulator complex.DRB7 component'	''	''	
'15.5.9'	'RNA biosynthesis.siRNA biogenesis.RTL2 ribonuclease-III like protein'	''	''	
'15.6'	'RNA biosynthesis.rRNA biogenesis'	''	''	
'15.6.1'	'RNA biosynthesis.rRNA biogenesis.Nucleolin rDNA chromatin transcription factor'	''	''	
'15.6.2'	'RNA biosynthesis.rRNA biogenesis.APUM23 factor'	'eme32450'	'RNA biosynthesis.rRNA biogenesis.APUM23 factor (original description: pep supercontig:ASM34128v1:scaf_2:287358:289412:-1 gene:Gasu_05330 transcript:EME32450 gene_biotype:protein_coding transcript_biotype:protein_coding description:pumilio/Puf RNA-binding domain-containing protein)'	T
'15.6.3'	'RNA biosynthesis.rRNA biogenesis.NOF1 control factor'	'eme26286'	'RNA biosynthesis.rRNA biogenesis.NOF1 control factor (original description: pep supercontig:ASM34128v1:scaf_70:6798:9220:-1 gene:Gasu_60620 transcript:EME26286 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein)'	T
'15.6.4'	'RNA biosynthesis.rRNA biogenesis.RH57 RNA helicase'	'eme32002'	'RNA biosynthesis.rRNA biogenesis.RH57 RNA helicase (original description: pep supercontig:ASM34128v1:scaf_4:68486:70300:-1 gene:Gasu_07480 transcript:EME32002 gene_biotype:protein_coding transcript_biotype:protein_coding description:ATP-dependent RNA helicase)'	T
'15.7'	'RNA biosynthesis.transcriptional activation'	''	''	
'15.7.1'	'RNA biosynthesis.transcriptional activation.C2C2 superfamily'	''	''	
'15.7.1.1'	'RNA biosynthesis.transcriptional activation.C2C2 superfamily.BBX/DBB transcription factor'	''	''	
'15.7.1.2'	'RNA biosynthesis.transcriptional activation.C2C2 superfamily.BBX/CONSTANS transcription factor'	''	''	
'15.7.1.3'	'RNA biosynthesis.transcriptional activation.C2C2 superfamily.GATA transcription factor'	'eme29167'	'RNA biosynthesis.transcriptional activation.C2C2 superfamily.GATA transcription factor (original description: pep supercontig:ASM34128v1:scaf_27:56603:57600:-1 gene:Gasu_33690 transcript:EME29167 gene_biotype:protein_coding transcript_biotype:protein_coding description:GATA transcription factor)'	T
'15.7.1.3'	'RNA biosynthesis.transcriptional activation.C2C2 superfamily.GATA transcription factor'	'eme28584'	'RNA biosynthesis.transcriptional activation.C2C2 superfamily.GATA transcription factor (original description: pep supercontig:ASM34128v1:scaf_34:110542:111640:-1 gene:Gasu_39610 transcript:EME28584 gene_biotype:protein_coding transcript_biotype:protein_coding description:GATA transcription factor)'	T
'15.7.1.3'	'RNA biosynthesis.transcriptional activation.C2C2 superfamily.GATA transcription factor'	'eme32467'	'RNA biosynthesis.transcriptional activation.C2C2 superfamily.GATA transcription factor (original description: pep supercontig:ASM34128v1:scaf_1:12371:14141:1 gene:Gasu_02460 transcript:EME32467 gene_biotype:protein_coding transcript_biotype:protein_coding description:zinc finger (GATA type) family protein)'	T
'15.7.1.4'	'RNA biosynthesis.transcriptional activation.C2C2 superfamily.YABBY transcription factor'	''	''	
'15.7.1.5'	'RNA biosynthesis.transcriptional activation.C2C2 superfamily.DOF transcription factor'	''	''	
'15.7.2'	'RNA biosynthesis.transcriptional activation.MYB superfamily'	''	''	
'15.7.2.1'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB transcription factor'	'eme26749'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB transcription factor (original description: pep supercontig:ASM34128v1:scaf_59:41129:43730:-1 gene:Gasu_56460 transcript:EME26749 gene_biotype:protein_coding transcript_biotype:protein_coding description:pre-mRNA-splicing factor CDC5/CEF1)'	T
'15.7.2.1'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB transcription factor'	'eme28739'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB transcription factor (original description: pep supercontig:ASM34128v1:scaf_32:61951:64282:1 gene:Gasu_37900 transcript:EME28739 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein isoform 1)'	T
'15.7.2.1'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB transcription factor'	'eme28740'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB transcription factor (original description: pep supercontig:ASM34128v1:scaf_32:61951:64176:1 gene:Gasu_37900 transcript:EME28740 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein isoform 1)'	T
'15.7.2.1'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB transcription factor'	'eme29423'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB transcription factor (original description: pep supercontig:ASM34128v1:scaf_25:145051:146631:1 gene:Gasu_32440 transcript:EME29423 gene_biotype:protein_coding transcript_biotype:protein_coding description:myb proto-oncogene protein, plant)'	T
'15.7.2.1'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB transcription factor'	'eme30505'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB transcription factor (original description: pep supercontig:ASM34128v1:scaf_15:100101:102585:1 gene:Gasu_21780 transcript:EME30505 gene_biotype:protein_coding transcript_biotype:protein_coding description:myb proto-oncogene protein)'	T
'15.7.2.1'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB transcription factor'	'eme32011'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB transcription factor (original description: pep supercontig:ASM34128v1:scaf_4:80806:82030:-1 gene:Gasu_07570 transcript:EME32011 gene_biotype:protein_coding transcript_biotype:protein_coding description:myb proto-oncogene protein, plant)'	T
'15.7.2.1'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB transcription factor'	'eme30218'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB transcription factor (original description: pep supercontig:ASM34128v1:scaf_17:31681:33373:1 gene:Gasu_23730 transcript:EME30218 gene_biotype:protein_coding transcript_biotype:protein_coding description:MYB-related protein)'	T
'15.7.2.2'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB-related transcription factor'	'eme27986'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB-related transcription factor (original description: pep supercontig:ASM34128v1:scaf_41:93486:94160:-1 gene:Gasu_44890 transcript:EME27986 gene_biotype:protein_coding transcript_biotype:protein_coding description:transcription factor)'	T
'15.7.2.2'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB-related transcription factor'	'eme29817'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB-related transcription factor (original description: pep supercontig:ASM34128v1:scaf_21:93725:96040:-1 gene:Gasu_28180 transcript:EME29817 gene_biotype:protein_coding transcript_biotype:protein_coding description:MYB domain transcription factor family)'	T
'15.7.2.2'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB-related transcription factor'	'eme26749'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB-related transcription factor (original description: pep supercontig:ASM34128v1:scaf_59:41129:43730:-1 gene:Gasu_56460 transcript:EME26749 gene_biotype:protein_coding transcript_biotype:protein_coding description:pre-mRNA-splicing factor CDC5/CEF1)'	T
'15.7.2.2'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB-related transcription factor'	'eme26754'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB-related transcription factor (original description: pep supercontig:ASM34128v1:scaf_59:51556:53530:-1 gene:Gasu_56510 transcript:EME26754 gene_biotype:protein_coding transcript_biotype:protein_coding description:myb domain-containing protein)'	T
'15.7.2.2'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB-related transcription factor'	'eme28153'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB-related transcription factor (original description: pep supercontig:ASM34128v1:scaf_39:49246:50680:-1 gene:Gasu_43200 transcript:EME28153 gene_biotype:protein_coding transcript_biotype:protein_coding description:myb family transcription factor)'	T
'15.7.2.2'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB-related transcription factor'	'eme26944'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB-related transcription factor (original description: pep supercontig:ASM34128v1:scaf_56:108522:109940:-1 gene:Gasu_55140 transcript:EME26944 gene_biotype:protein_coding transcript_biotype:protein_coding description:transcriptional adapter 2-alpha)'	T
'15.7.2.2'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB-related transcription factor'	'eme26022'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB-related transcription factor (original description: pep supercontig:ASM34128v1:scaf_162:3296:4770:-1 gene:Gasu_63230 transcript:EME26022 gene_biotype:protein_coding transcript_biotype:protein_coding description:myb family transcription factor)'	T
'15.7.2.2'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB-related transcription factor'	'eme28551'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB-related transcription factor (original description: pep supercontig:ASM34128v1:scaf_34:59142:60827:-1 gene:Gasu_39290 transcript:EME28551 gene_biotype:protein_coding transcript_biotype:protein_coding description:transcriptional adapter 2-alpha isoform 1)'	T
'15.7.2.2'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB-related transcription factor'	'eme28550'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB-related transcription factor (original description: pep supercontig:ASM34128v1:scaf_34:59069:60880:-1 gene:Gasu_39290 transcript:EME28550 gene_biotype:protein_coding transcript_biotype:protein_coding description:transcriptional adapter 2-alpha isoform 1)'	T
'15.7.2.2'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB-related transcription factor'	'eme31094'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB-related transcription factor (original description: pep supercontig:ASM34128v1:scaf_10:72026:73390:-1 gene:Gasu_15970 transcript:EME31094 gene_biotype:protein_coding transcript_biotype:protein_coding description:Myb-like DNA-binding protein REB1)'	T
'15.7.2.2'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB-related transcription factor'	'eme28446'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB-related transcription factor (original description: pep supercontig:ASM34128v1:scaf_36:126976:127770:-1 gene:Gasu_41350 transcript:EME28446 gene_biotype:protein_coding transcript_biotype:protein_coding description:myb family transcription factor)'	T
'15.7.2.2'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB-related transcription factor'	'eme27636'	'RNA biosynthesis.transcriptional activation.MYB superfamily.MYB-related transcription factor (original description: pep supercontig:ASM34128v1:scaf_45:24831:26491:1 gene:Gasu_47810 transcript:EME27636 gene_biotype:protein_coding transcript_biotype:protein_coding description:circadian clock associated 1)'	T
