BINCODE	NAME	IDENTIFIER	DESCRIPTION	TYPE
'5.1.5.5'	'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.enoyl-ACP reductase'	'cmt381ct'	'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.enoyl-ACP reductase (original description: pep chromosome:ASM9120v1:20:946181:947179:1 gene:CMT381C transcript:CMT381CT gene_biotype:protein_coding transcript_biotype:protein_coding description:NAD(P)-binding Rossmann-fold superfamily protein [Source:Projected from Arabidopsis thaliana (AT2G05990) TAIR;Acc:AT2G05990])'	T
'5.1.6'	'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system'	''	''	
'5.1.6.1'	'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.acyl carrier protein (mtACP)'	'cms372ct'	'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.acyl carrier protein (mtACP) (original description: pep chromosome:ASM9120v1:19:946684:947074:-1 gene:CMS372C transcript:CMS372CT gene_biotype:protein_coding transcript_biotype:protein_coding description:Acyl carrier protein [Source:UniProtKB/TrEMBL;Acc:M1VM39])'	T
'5.1.6.1'	'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.acyl carrier protein (mtACP)'	'cmv132ct'	'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.acyl carrier protein (mtACP) (original description: pep chromosome:ASM9120v1:Chloro:85370:85642:-1 gene:CMV132C transcript:CMV132CT gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol: description:Acyl carrier protein [Source:UniProtKB/Swiss-Prot;Acc:Q85FZ0])'	T
'5.1.6.2'	'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.phosphopantetheinyl transferase (mtPPT)'	''	''	
'5.1.6.3'	'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.malonyl-CoA synthetase (mtMCS)'	''	''	
'5.1.6.4'	'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.malonyl-CoA:ACP transacylase'	'cmt420ct'	'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.malonyl-CoA:ACP transacylase (original description: pep chromosome:ASM9120v1:20:1040131:1041328:-1 gene:CMT420C transcript:CMT420CT gene_biotype:protein_coding transcript_biotype:protein_coding description:catalytics;transferases;[acyl-carrier-protein] S-malonyltransferases;binding [Source:Projected from Arabidopsis thaliana (AT2G30200) TAIR;Acc:AT2G30200])'	T
'5.1.6.5'	'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.ketoacyl-ACP synthase (mtKAS)'	''	''	
'5.1.6.6'	'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.hydroxyacyl-ACP dehydratase (mtHD)'	''	''	
'5.1.7'	'Lipid metabolism.fatty acid synthesis.fatty acid chain termination'	''	''	
'5.1.7.1'	'Lipid metabolism.fatty acid synthesis.fatty acid chain termination.oleoyl-ACP thioesterase'	''	''	
'5.1.7.2'	'Lipid metabolism.fatty acid synthesis.fatty acid chain termination.palmitoyl-ACP thioesterase'	''	''	
'5.1.8'	'Lipid metabolism.fatty acid synthesis.stearoyl-ACP desaturase'	''	''	
'5.1.9'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation'	''	''	
'5.1.9.1'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.delta-7/delta-9 fatty acid desaturase'	'cmm045ct'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.delta-7/delta-9 fatty acid desaturase (original description: pep chromosome:ASM9120v1:13:96360:97791:-1 gene:CMM045C transcript:CMM045CT gene_biotype:protein_coding transcript_biotype:protein_coding description:Stearoyl-CoA desaturase [Source:UniProtKB/TrEMBL;Acc:A0A125YR00])'	T
'5.1.9.1'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.delta-7/delta-9 fatty acid desaturase'	'cmj201ct'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.delta-7/delta-9 fatty acid desaturase (original description: pep chromosome:ASM9120v1:10:544945:546184:-1 gene:CMJ201C transcript:CMJ201CT gene_biotype:protein_coding transcript_biotype:protein_coding description:Delta 9 acyl-lipid fatty acid desaturase [Source:UniProtKB/TrEMBL;Acc:M1V857])'	T
'5.1.9.2'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.omega-3/omega-6 fatty acid desaturase'	'cmk291ct'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.omega-3/omega-6 fatty acid desaturase (original description: pep chromosome:ASM9120v1:11:793103:794603:-1 gene:CMK291C transcript:CMK291CT gene_biotype:protein_coding transcript_biotype:protein_coding description:Delta12 fatty acid desaturase, chloroplast or ER [Source:UniProtKB/TrEMBL;Acc:M1VHZ7])'	T
'5.1.9.3'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.delta 3-trans-hexadecenoic acid phosphatidylglycerol desaturase'	'cmf187ct'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.delta 3-trans-hexadecenoic acid phosphatidylglycerol desaturase (original description: pep chromosome:ASM9120v1:6:528471:529679:-1 gene:CMF187C transcript:CMF187CT gene_biotype:protein_coding transcript_biotype:protein_coding description:Similar to ubiquitin-conjugating enzyme E2 variant [Source:UniProtKB/TrEMBL;Acc:M1UPY1])'	T
'5.1.9.4'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation'	''	''	
'5.1.9.4.1'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation.fatty acid elongation complex'	''	''	
'5.1.9.4.1.1'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation.fatty acid elongation complex.KCS 3-ketoacyl-CoA synthase'	'cmd118ct'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation.fatty acid elongation complex.KCS 3-ketoacyl-CoA synthase (original description: pep chromosome:ASM9120v1:4:303743:305393:-1 gene:CMD118C transcript:CMD118CT gene_biotype:protein_coding transcript_biotype:protein_coding description:3-ketoacyl-CoA synthase [Source:UniProtKB/TrEMBL;Acc:M1UP45])'	T
'5.1.9.4.1.2'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation.fatty acid elongation complex.KCR 3-ketoacyl-CoA reductase'	'cmk172ct'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation.fatty acid elongation complex.KCR 3-ketoacyl-CoA reductase (original description: pep chromosome:ASM9120v1:11:478514:479494:1 gene:CMK172C transcript:CMK172CT gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'5.1.9.4.1.3'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation.fatty acid elongation complex.HCD 3-hydroxyacyl-CoA dehydratase'	''	''	
'5.1.9.4.1.4'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation.fatty acid elongation complex.ECR enoyl-CoA reductase'	'cmd146ct'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation.fatty acid elongation complex.ECR enoyl-CoA reductase (original description: pep chromosome:ASM9120v1:4:380752:381688:-1 gene:CMD146C transcript:CMD146CT gene_biotype:protein_coding transcript_biotype:protein_coding description:3-oxo-5-alpha-steroid 4-dehydrogenase family protein [Source:Projected from Arabidopsis thaliana (AT3G55360) TAIR;Acc:AT3G55360])'	T
'5.1.9.4.2'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation.very long chain fatty acid elongation'	''	''	
'5.1.9.4.2.1'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation.very long chain fatty acid elongation.CER2-type protein'	''	''	
'5.2'	'Lipid metabolism.glycerolipid synthesis'	''	''	
'5.2.1'	'Lipid metabolism.glycerolipid synthesis.phosphatidic acid'	''	''	
'5.2.1.1'	'Lipid metabolism.glycerolipid synthesis.phosphatidic acid.NAD-dependent glycerol-3-phosphate dehydrogenase'	''	''	
'5.2.1.2'	'Lipid metabolism.glycerolipid synthesis.phosphatidic acid.glycerol-3-phosphate acyltransferase'	'cmj027ct'	'Lipid metabolism.glycerolipid synthesis.phosphatidic acid.glycerol-3-phosphate acyltransferase (original description: pep chromosome:ASM9120v1:10:86372:87731:-1 gene:CMJ027C transcript:CMJ027CT gene_biotype:protein_coding transcript_biotype:protein_coding description:Glycerol-3-phosphate O-acyltransferase [Source:UniProtKB/TrEMBL;Acc:M1V7Y8])'	T
'5.2.1.3'	'Lipid metabolism.glycerolipid synthesis.phosphatidic acid.1-acylglycerol-3-phosphate O-acyltransferase'	'cme109ct'	'Lipid metabolism.glycerolipid synthesis.phosphatidic acid.1-acylglycerol-3-phosphate O-acyltransferase (original description: pep chromosome:ASM9120v1:5:304703:306014:-1 gene:CME109C transcript:CME109CT gene_biotype:protein_coding transcript_biotype:protein_coding description:Probable 1-acylglycerol-3-phosphate O-acyltransferase [Source:UniProtKB/TrEMBL;Acc:M1V6Z8])'	T
'5.2.1.4'	'Lipid metabolism.glycerolipid synthesis.phosphatidic acid.diacylglycerol kinase'	'cmk069ct'	'Lipid metabolism.glycerolipid synthesis.phosphatidic acid.diacylglycerol kinase (original description: pep chromosome:ASM9120v1:11:208732:210771:1 gene:CMK069C transcript:CMK069CT gene_biotype:protein_coding transcript_biotype:protein_coding description:Diacylglycerol kinase [Source:UniProtKB/TrEMBL;Acc:M1VCU0])'	T
'5.2.1.5'	'Lipid metabolism.glycerolipid synthesis.phosphatidic acid.phosphatidic acid phosphatase'	'cmn061ct'	'Lipid metabolism.glycerolipid synthesis.phosphatidic acid.phosphatidic acid phosphatase (original description: pep chromosome:ASM9120v1:14:138880:141714:1 gene:CMN061C transcript:CMN061CT gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'5.2.1.6'	'Lipid metabolism.glycerolipid synthesis.phosphatidic acid.lipid phosphate phosphatase'	'cmr488ct'	'Lipid metabolism.glycerolipid synthesis.phosphatidic acid.lipid phosphate phosphatase (original description: pep chromosome:ASM9120v1:18:1203054:1203962:1 gene:CMR488C transcript:CMR488CT gene_biotype:protein_coding transcript_biotype:protein_coding description:Similar to phosphatidic acid phosphatase [Source:UniProtKB/TrEMBL;Acc:M1UWL3])'	T
'5.2.1.6'	'Lipid metabolism.glycerolipid synthesis.phosphatidic acid.lipid phosphate phosphatase'	'cmr054ct'	'Lipid metabolism.glycerolipid synthesis.phosphatidic acid.lipid phosphate phosphatase (original description: pep chromosome:ASM9120v1:18:147111:147995:1 gene:CMR054C transcript:CMR054CT gene_biotype:protein_coding transcript_biotype:protein_coding description:Similar to phosphatidic acid phosphatase type 2B [Source:UniProtKB/TrEMBL;Acc:M1VGN2])'	T
'5.2.2'	'Lipid metabolism.glycerolipid synthesis.phosphatidylethanolamine'	''	''	
'5.2.2.1'	'Lipid metabolism.glycerolipid synthesis.phosphatidylethanolamine.CDP-ethanolamine pathway'	''	''	
'5.2.2.1.1'	'Lipid metabolism.glycerolipid synthesis.phosphatidylethanolamine.CDP-ethanolamine pathway.serine decarboxylase'	''	''	
'5.2.2.1.2'	'Lipid metabolism.glycerolipid synthesis.phosphatidylethanolamine.CDP-ethanolamine pathway.ethanolamine kinase'	''	''	
'5.2.2.1.3'	'Lipid metabolism.glycerolipid synthesis.phosphatidylethanolamine.CDP-ethanolamine pathway.CTP:phosphorylethanolamine cytidylyltransferase'	'cms052ct'	'Lipid metabolism.glycerolipid synthesis.phosphatidylethanolamine.CDP-ethanolamine pathway.CTP:phosphorylethanolamine cytidylyltransferase (original description: pep chromosome:ASM9120v1:19:127836:129165:-1 gene:CMS052C transcript:CMS052CT gene_biotype:protein_coding transcript_biotype:protein_coding description:Ethanolamine-phosphate cytidylyltransferase [Source:Projected from Arabidopsis thaliana (AT2G38670) UniProtKB/Swiss-Prot;Acc:Q9ZVI9])'	T
'5.2.2.1.4'	'Lipid metabolism.glycerolipid synthesis.phosphatidylethanolamine.CDP-ethanolamine pathway.aminoalcohol phosphotransferase'	'cmf133ct'	'Lipid metabolism.glycerolipid synthesis.phosphatidylethanolamine.CDP-ethanolamine pathway.aminoalcohol phosphotransferase (original description: pep chromosome:ASM9120v1:6:377306:378967:1 gene:CMF133C transcript:CMF133CT gene_biotype:protein_coding transcript_biotype:protein_coding description:Ethanolaminephosphotransferase [Source:UniProtKB/TrEMBL;Acc:M1V4M0])'	T
'5.2.2.2'	'Lipid metabolism.glycerolipid synthesis.phosphatidylethanolamine.phosphatidylserine decarboxylation pathway'	''	''	
'5.2.2.2.1'	'Lipid metabolism.glycerolipid synthesis.phosphatidylethanolamine.phosphatidylserine decarboxylation pathway.mitochondrial phosphatidylserine decarboxylase'	'cmk243ct'	'Lipid metabolism.glycerolipid synthesis.phosphatidylethanolamine.phosphatidylserine decarboxylation pathway.mitochondrial phosphatidylserine decarboxylase (original description: pep chromosome:ASM9120v1:11:668087:669242:-1 gene:CMK243C transcript:CMK243CT gene_biotype:protein_coding transcript_biotype:protein_coding description:Phosphatidylserine decarboxylase [Source:UniProtKB/TrEMBL;Acc:M1V8F6])'	T
'5.2.2.2.2'	'Lipid metabolism.glycerolipid synthesis.phosphatidylethanolamine.phosphatidylserine decarboxylation pathway.extramitochondrial phosphatidylserine decarboxylase'	''	''	
'5.2.3'	'Lipid metabolism.glycerolipid synthesis.phosphatidylcholine'	''	''	
'5.2.3.1'	'Lipid metabolism.glycerolipid synthesis.phosphatidylcholine.CDP-choline pathway'	''	''	
'5.2.3.1.1'	'Lipid metabolism.glycerolipid synthesis.phosphatidylcholine.CDP-choline pathway.choline kinase'	''	''	
'5.2.3.1.2'	'Lipid metabolism.glycerolipid synthesis.phosphatidylcholine.CDP-choline pathway.CTP:phosphorylcholine cytidylyltransferase'	''	''	
'5.2.3.1.3'	'Lipid metabolism.glycerolipid synthesis.phosphatidylcholine.CDP-choline pathway.aminoalcohol phosphotransferase'	'cmf133ct'	'Lipid metabolism.glycerolipid synthesis.phosphatidylcholine.CDP-choline pathway.aminoalcohol phosphotransferase (original description: pep chromosome:ASM9120v1:6:377306:378967:1 gene:CMF133C transcript:CMF133CT gene_biotype:protein_coding transcript_biotype:protein_coding description:Ethanolaminephosphotransferase [Source:UniProtKB/TrEMBL;Acc:M1V4M0])'	T
'5.2.3.2'	'Lipid metabolism.glycerolipid synthesis.phosphatidylcholine.methylation pathway'	''	''	
'5.2.3.2.1'	'Lipid metabolism.glycerolipid synthesis.phosphatidylcholine.methylation pathway.phosphatidylethanolamine N-methyltransferase'	''	''	
'5.2.3.2.2'	'Lipid metabolism.glycerolipid synthesis.phosphatidylcholine.methylation pathway.N-methylphospholipid methyltransferase'	'cmp111ct'	'Lipid metabolism.glycerolipid synthesis.phosphatidylcholine.methylation pathway.N-methylphospholipid methyltransferase (original description: pep chromosome:ASM9120v1:16:265469:266264:-1 gene:CMP111C transcript:CMP111CT gene_biotype:protein_coding transcript_biotype:protein_coding description:Phosphatidylethanolamine N-methyltransferase [Source:UniProtKB/TrEMBL;Acc:M1V9V0])'	T
'5.2.3.3'	'Lipid metabolism.glycerolipid synthesis.phosphatidylcholine.acyl-CoA:lysophosphatidylcholine acyltransferase'	'cmi139ct'	'Lipid metabolism.glycerolipid synthesis.phosphatidylcholine.acyl-CoA:lysophosphatidylcholine acyltransferase (original description: pep chromosome:ASM9120v1:9:384444:386096:1 gene:CMI139C transcript:CMI139CT gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'5.2.4'	'Lipid metabolism.glycerolipid synthesis.phosphatidylserine'	''	''	
'5.2.4.1'	'Lipid metabolism.glycerolipid synthesis.phosphatidylserine.base-exchange pathway'	''	''	
'5.2.4.1.1'	'Lipid metabolism.glycerolipid synthesis.phosphatidylserine.base-exchange pathway.base-exchange-type phosphatidylserine synthase'	''	''	
'5.2.4.2'	'Lipid metabolism.glycerolipid synthesis.phosphatidylserine.CDP-diacylglycerol pathway'	''	''	
'5.2.4.2.1'	'Lipid metabolism.glycerolipid synthesis.phosphatidylserine.CDP-diacylglycerol pathway.CDP-diacylglycerol phosphatidylserine synthase'	''	''	
'5.2.5'	'Lipid metabolism.glycerolipid synthesis.phosphatidylglycerol'	''	''	
'5.2.5.1'	'Lipid metabolism.glycerolipid synthesis.phosphatidylglycerol.CDP-diacylglycerol synthase'	'cmm311ct'	'Lipid metabolism.glycerolipid synthesis.phosphatidylglycerol.CDP-diacylglycerol synthase (original description: pep chromosome:ASM9120v1:13:789543:790863:-1 gene:CMM311C transcript:CMM311CT gene_biotype:protein_coding transcript_biotype:protein_coding description:CTP:phosphatidate cytidylyltransferase, phosphatidate cytidylyltransferase [Source:UniProtKB/TrEMBL;Acc:M1V919])'	T
'5.2.5.1'	'Lipid metabolism.glycerolipid synthesis.phosphatidylglycerol.CDP-diacylglycerol synthase'	'cms056ct'	'Lipid metabolism.glycerolipid synthesis.phosphatidylglycerol.CDP-diacylglycerol synthase (original description: pep chromosome:ASM9120v1:19:136996:138315:1 gene:CMS056C transcript:CMS056CT gene_biotype:protein_coding transcript_biotype:protein_coding description:CTP:phosphatidate cytidylyltransferase, phosphatidate cytidylyltransferase [Source:UniProtKB/TrEMBL;Acc:M1V919])'	T
'5.2.5.1'	'Lipid metabolism.glycerolipid synthesis.phosphatidylglycerol.CDP-diacylglycerol synthase'	'cmn215ct'	'Lipid metabolism.glycerolipid synthesis.phosphatidylglycerol.CDP-diacylglycerol synthase (original description: pep chromosome:ASM9120v1:14:532402:534031:-1 gene:CMN215C transcript:CMN215CT gene_biotype:protein_coding transcript_biotype:protein_coding description:Phosphatidate cytidylyltransferase [Source:UniProtKB/TrEMBL;Acc:M1VJ89])'	T
'5.2.5.2'	'Lipid metabolism.glycerolipid synthesis.phosphatidylglycerol.phosphatidylglycerophosphate synthase'	'cmj134ct'	'Lipid metabolism.glycerolipid synthesis.phosphatidylglycerol.phosphatidylglycerophosphate synthase (original description: pep chromosome:ASM9120v1:10:380382:381672:-1 gene:CMJ134C transcript:CMJ134CT gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'5.2.5.3'	'Lipid metabolism.glycerolipid synthesis.phosphatidylglycerol.phosphatidylglycerophosphate phosphatase'	''	''	
'5.2.6'	'Lipid metabolism.glycerolipid synthesis.phosphatidylinositol'	''	''	
'5.2.6.1'	'Lipid metabolism.glycerolipid synthesis.phosphatidylinositol.phosphatidylinositol synthase'	'cmm125ct'	'Lipid metabolism.glycerolipid synthesis.phosphatidylinositol.phosphatidylinositol synthase (original description: pep chromosome:ASM9120v1:13:289419:290132:1 gene:CMM125C transcript:CMM125CT gene_biotype:protein_coding transcript_biotype:protein_coding description:CDP-diacylglycerol--inositol 3-phosphatidyltransferase [Source:UniProtKB/TrEMBL;Acc:M1V5N7])'	T
'5.2.7'	'Lipid metabolism.glycerolipid synthesis.cardiolipin'	''	''	
'5.2.7.1'	'Lipid metabolism.glycerolipid synthesis.cardiolipin.cardiolipin synthase'	'cmn196ct'	'Lipid metabolism.glycerolipid synthesis.cardiolipin.cardiolipin synthase (original description: pep chromosome:ASM9120v1:14:486785:487412:-1 gene:CMN196C transcript:CMN196CT gene_biotype:protein_coding transcript_biotype:protein_coding description:CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [Source:UniProtKB/TrEMBL;Acc:M1UU05])'	T
'5.2.7.2'	'Lipid metabolism.glycerolipid synthesis.cardiolipin.cardiolipin deacylase'	'cml191ct'	'Lipid metabolism.glycerolipid synthesis.cardiolipin.cardiolipin deacylase (original description: pep chromosome:ASM9120v1:12:479112:480413:1 gene:CML191C transcript:CML191CT gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'5.2.7.3'	'Lipid metabolism.glycerolipid synthesis.cardiolipin.cardiolipin transacylase'	'cmp142ct'	'Lipid metabolism.glycerolipid synthesis.cardiolipin.cardiolipin transacylase (original description: pep chromosome:ASM9120v1:16:360880:362220:1 gene:CMP142C transcript:CMP142CT gene_biotype:protein_coding transcript_biotype:protein_coding description:Similar to acyltransferase Tafazzin [Source:UniProtKB/TrEMBL;Acc:M1UV50])'	T
'5.2.8'	'Lipid metabolism.glycerolipid synthesis.betaine lipids'	''	''	
'5.2.8.1'	'Lipid metabolism.glycerolipid synthesis.betaine lipids.betaine lipid synthase'	''	''	
'5.2.9'	'Lipid metabolism.glycerolipid synthesis.triacylglycerols'	''	''	
'5.2.9.1'	'Lipid metabolism.glycerolipid synthesis.triacylglycerols.diacylglycerol O-acyltransferase'	'cmq199ct'	'Lipid metabolism.glycerolipid synthesis.triacylglycerols.diacylglycerol O-acyltransferase (original description: pep chromosome:ASM9120v1:17:490232:491950:1 gene:CMQ199C transcript:CMQ199CT gene_biotype:protein_coding transcript_biotype:protein_coding description:O-acyltransferase [Source:UniProtKB/TrEMBL;Acc:M1UVP1])'	T
'5.2.9.1'	'Lipid metabolism.glycerolipid synthesis.triacylglycerols.diacylglycerol O-acyltransferase'	'cme100ct'	'Lipid metabolism.glycerolipid synthesis.triacylglycerols.diacylglycerol O-acyltransferase (original description: pep chromosome:ASM9120v1:5:278746:280267:-1 gene:CME100C transcript:CME100CT gene_biotype:protein_coding transcript_biotype:protein_coding description:O-acyltransferase [Source:UniProtKB/TrEMBL;Acc:M1VAW5])'	T
'5.3'	'Lipid metabolism.galactolipid and sulfolipid synthesis'	''	''	
'5.3.1'	'Lipid metabolism.galactolipid and sulfolipid synthesis.monogalactosyldiacylglycerol synthase'	'cmi271ct'	'Lipid metabolism.galactolipid and sulfolipid synthesis.monogalactosyldiacylglycerol synthase (original description: pep chromosome:ASM9120v1:9:715695:717746:1 gene:CMI271C transcript:CMI271CT gene_biotype:protein_coding transcript_biotype:protein_coding description:MGDG synthase [Source:UniProtKB/TrEMBL;Acc:M1V7W9])'	T
'5.3.2'	'Lipid metabolism.galactolipid and sulfolipid synthesis.digalactosyldiacylglycerol synthase'	''	''	
'5.3.3'	'Lipid metabolism.galactolipid and sulfolipid synthesis.galactolipid galactosyltransferase (SFR2)'	''	''	
'5.3.4'	'Lipid metabolism.galactolipid and sulfolipid synthesis.plastidial UDP-glucose pyrophosphorylase'	''	''	
'5.3.5'	'Lipid metabolism.galactolipid and sulfolipid synthesis.UDP-sulfoquinovose synthase'	'cmr012ct'	'Lipid metabolism.galactolipid and sulfolipid synthesis.UDP-sulfoquinovose synthase (original description: pep chromosome:ASM9120v1:18:33664:35199:1 gene:CMR012C transcript:CMR012CT gene_biotype:protein_coding transcript_biotype:protein_coding description:sulfoquinovosyldiacylglycerol 1 [Source:Projected from Arabidopsis thaliana (AT4G33030) TAIR;Acc:AT4G33030])'	T
'5.3.6'	'Lipid metabolism.galactolipid and sulfolipid synthesis.UDP-sulfoquinovose:DAG sulfoquinovosyltransferase'	'cmr015ct'	'Lipid metabolism.galactolipid and sulfolipid synthesis.UDP-sulfoquinovose:DAG sulfoquinovosyltransferase (original description: pep chromosome:ASM9120v1:18:39973:41527:-1 gene:CMR015C transcript:CMR015CT gene_biotype:protein_coding transcript_biotype:protein_coding description:Sulfoquinovosyldiacylglycerol biosynthesis protein [Source:UniProtKB/TrEMBL;Acc:M1V6M9])'	T
'5.4'	'Lipid metabolism.sphingolipid metabolism'	''	''	
'5.4.1'	'Lipid metabolism.sphingolipid metabolism.serine C-palmitoyltransferase complex'	''	''	
'5.4.1.1'	'Lipid metabolism.sphingolipid metabolism.serine C-palmitoyltransferase complex.catalytic subunit 1'	'cmn014ct'	'Lipid metabolism.sphingolipid metabolism.serine C-palmitoyltransferase complex.catalytic subunit 1 (original description: pep chromosome:ASM9120v1:14:31243:33160:-1 gene:CMN014C transcript:CMN014CT gene_biotype:protein_coding transcript_biotype:protein_coding description:Probable serine palmitoyltransferase [Source:UniProtKB/TrEMBL;Acc:M1V5S1])'	T
'5.4.1.2'	'Lipid metabolism.sphingolipid metabolism.serine C-palmitoyltransferase complex.catalytic subunit 2'	'cmj240ct'	'Lipid metabolism.sphingolipid metabolism.serine C-palmitoyltransferase complex.catalytic subunit 2 (original description: pep chromosome:ASM9120v1:10:649255:651429:1 gene:CMJ240C transcript:CMJ240CT gene_biotype:protein_coding transcript_biotype:protein_coding description:Serine palmitoyltransferase [Source:UniProtKB/TrEMBL;Acc:M1URW0])'	T
'5.4.1.3'	'Lipid metabolism.sphingolipid metabolism.serine C-palmitoyltransferase complex.small regulator subunit'	''	''	
'5.4.2'	'Lipid metabolism.sphingolipid metabolism.ketosphinganine reductase'	''	''	
'5.4.3'	'Lipid metabolism.sphingolipid metabolism.sphingobase hydroxylase'	''	''	
'5.4.4'	'Lipid metabolism.sphingolipid metabolism.delta-4 sphingolipid desaturase'	'cmp318ct'	'Lipid metabolism.sphingolipid metabolism.delta-4 sphingolipid desaturase (original description: pep chromosome:ASM9120v1:16:803091:804284:1 gene:CMP318C transcript:CMP318CT gene_biotype:protein_coding transcript_biotype:protein_coding description:Sphingolipid delta 4 desaturase protein DES-1 [Source:UniProtKB/TrEMBL;Acc:M1V672])'	T
'5.4.5'	'Lipid metabolism.sphingolipid metabolism.ceramide synthase'	'cmm258ct'	'Lipid metabolism.sphingolipid metabolism.ceramide synthase (original description: pep chromosome:ASM9120v1:13:648481:649473:1 gene:CMM258C transcript:CMM258CT gene_biotype:protein_coding transcript_biotype:protein_coding description:Similar to longevity assurance protein LAG1 [Source:UniProtKB/TrEMBL;Acc:M1VDZ0])'	T
'5.4.6'	'Lipid metabolism.sphingolipid metabolism.sphingosine transfer protein'	''	''	
'5.4.7'	'Lipid metabolism.sphingolipid metabolism.sphingoid long-chain base kinase'	''	''	
'5.4.8'	'Lipid metabolism.sphingolipid metabolism.sphingoid long-chain base phosphate phosphatase'	''	''	
'5.4.9'	'Lipid metabolism.sphingolipid metabolism.delta-8 sphingolipid desaturase'	''	''	
'5.4.10'	'Lipid metabolism.sphingolipid metabolism.sphingolipid fatty acid 2-hydroxylase'	'cmo346ct'	'Lipid metabolism.sphingolipid metabolism.sphingolipid fatty acid 2-hydroxylase (original description: pep chromosome:ASM9120v1:15:854799:855797:1 gene:CMO346C transcript:CMO346CT gene_biotype:protein_coding transcript_biotype:protein_coding description:Fatty acid 2-hydroxylase [Source:UniProtKB/TrEMBL;Acc:M1VJW0])'	T
'5.4.11'	'Lipid metabolism.sphingolipid metabolism.ceramide glucosyltransferase'	''	''	
'5.4.12'	'Lipid metabolism.sphingolipid metabolism.ceramidase activities'	''	''	
'5.4.12.1'	'Lipid metabolism.sphingolipid metabolism.ceramidase activities.NCER neutral ceramidase'	''	''	
'5.4.12.2'	'Lipid metabolism.sphingolipid metabolism.ceramidase activities.ACER alkaline ceramidase'	''	''	
'5.4.13'	'Lipid metabolism.sphingolipid metabolism.ceramide kinase'	''	''	
'5.4.14'	'Lipid metabolism.sphingolipid metabolism.sphingosine kinase'	''	''	
'5.4.15'	'Lipid metabolism.sphingolipid metabolism.sphingosine-1-phosphate lyase'	'cmt631ct'	'Lipid metabolism.sphingolipid metabolism.sphingosine-1-phosphate lyase (original description: pep chromosome:ASM9120v1:20:1600906:1602823:-1 gene:CMT631C transcript:CMT631CT gene_biotype:protein_coding transcript_biotype:protein_coding description:dihydrosphingosine phosphate lyase [Source:Projected from Arabidopsis thaliana (AT1G27980) TAIR;Acc:AT1G27980])'	T
'5.4.16'	'Lipid metabolism.sphingolipid metabolism.glycosylinositol phosphorylceramide (GIPC) biosynthesis'	''	''	
