BINCODE	NAME	IDENTIFIER	DESCRIPTION	TYPE
'12.3.2'	'Chromatin organisation.histone modifications.histone deacetylation'	''	''	
'12.3.2.1'	'Chromatin organisation.histone modifications.histone deacetylation.HD1 histone deacetylase family'	''	''	
'12.3.2.1.1'	'Chromatin organisation.histone modifications.histone deacetylation.HD1 histone deacetylase family.class-I histone deacetylase'	'cdf38092'	'Chromatin organisation.histone modifications.histone deacetylation.HD1 histone deacetylase family.class-I histone deacetylase (original description: pep supercontig:ASM35022v2:HG001898:507093:509135:-1 gene:CHC_T00008970001 transcript:CDF38092 gene_biotype:protein_coding transcript_biotype:protein_coding description:histone deacetylase)'	T
'12.3.2.1.1'	'Chromatin organisation.histone modifications.histone deacetylation.HD1 histone deacetylase family.class-I histone deacetylase'	'cdf35964'	'Chromatin organisation.histone modifications.histone deacetylation.HD1 histone deacetylase family.class-I histone deacetylase (original description: pep supercontig:ASM35022v2:HG001753:148173:150550:1 gene:CHC_T00008698001 transcript:CDF35964 gene_biotype:protein_coding transcript_biotype:protein_coding description:histone deacetylase)'	T
'12.3.2.1.1'	'Chromatin organisation.histone modifications.histone deacetylation.HD1 histone deacetylase family.class-I histone deacetylase'	'cdf38343'	'Chromatin organisation.histone modifications.histone deacetylation.HD1 histone deacetylase family.class-I histone deacetylase (original description: pep supercontig:ASM35022v2:HG001918:33416:37551:-1 gene:CHC_T00010165001 transcript:CDF38343 gene_biotype:protein_coding transcript_biotype:protein_coding description:Histone deacetylases (HDA1 superfamily))'	T
'12.3.2.1.2'	'Chromatin organisation.histone modifications.histone deacetylation.HD1 histone deacetylase family.class-II histone deacetylase'	'cdf37413'	'Chromatin organisation.histone modifications.histone deacetylation.HD1 histone deacetylase family.class-II histone deacetylase (original description: pep supercontig:ASM35022v2:HG001837:58734:60396:1 gene:CHC_T00005509001 transcript:CDF37413 gene_biotype:protein_coding transcript_biotype:protein_coding description:Histone deacetylase [Source:UniProtKB/TrEMBL;Acc:R7QI26])'	T
'12.3.2.1.3'	'Chromatin organisation.histone modifications.histone deacetylation.HD1 histone deacetylase family.class-III histone deacetylase'	''	''	
'12.3.2.1.4'	'Chromatin organisation.histone modifications.histone deacetylation.HD1 histone deacetylase family.HDA9-PWR deacetylation complex'	''	''	
'12.3.2.1.4.1'	'Chromatin organisation.histone modifications.histone deacetylation.HD1 histone deacetylase family.HDA9-PWR deacetylation complex.HDA9 component'	''	''	
'12.3.2.1.4.2'	'Chromatin organisation.histone modifications.histone deacetylation.HD1 histone deacetylase family.HDA9-PWR deacetylation complex.PWR component'	'cdf37889'	'Chromatin organisation.histone modifications.histone deacetylation.HD1 histone deacetylase family.HDA9-PWR deacetylation complex.PWR component (original description: pep supercontig:ASM35022v2:HG001883:16343:18424:1 gene:CHC_T00000022001 transcript:CDF37889 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'12.3.2.1.4.2'	'Chromatin organisation.histone modifications.histone deacetylation.HD1 histone deacetylase family.HDA9-PWR deacetylation complex.PWR component'	'cdf33237'	'Chromatin organisation.histone modifications.histone deacetylation.HD1 histone deacetylase family.HDA9-PWR deacetylation complex.PWR component (original description: pep supercontig:ASM35022v2:HG001638:17221:21265:1 gene:CHC_T00002025001 transcript:CDF33237 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'12.3.2.2'	'Chromatin organisation.histone modifications.histone deacetylation.HD2 histone deacetylase'	''	''	
'12.3.2.3'	'Chromatin organisation.histone modifications.histone deacetylation.SIR2 histone deacetylase'	'cdf35028'	'Chromatin organisation.histone modifications.histone deacetylation.SIR2 histone deacetylase (original description: pep supercontig:ASM35022v2:HG001714:127911:129266:-1 gene:CHC_T00003572001 transcript:CDF35028 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'12.3.2.3'	'Chromatin organisation.histone modifications.histone deacetylation.SIR2 histone deacetylase'	'cdf35765'	'Chromatin organisation.histone modifications.histone deacetylation.SIR2 histone deacetylase (original description: pep supercontig:ASM35022v2:HG001746:18852:19835:-1 gene:CHC_T00004236001 transcript:CDF35765 gene_biotype:protein_coding transcript_biotype:protein_coding description:NAD-dependent protein deacylase SRT2 [Source:Projected from Arabidopsis thaliana (AT5G09230) UniProtKB/Swiss-Prot;Acc:Q94AQ6])'	T
'12.3.2.4'	'Chromatin organisation.histone modifications.histone deacetylation.histone deacetylase machineries'	''	''	
'12.3.2.4.1'	'Chromatin organisation.histone modifications.histone deacetylation.histone deacetylase machineries.SNL-type component'	''	''	
'12.3.2.4.2'	'Chromatin organisation.histone modifications.histone deacetylation.histone deacetylase machineries.SAP18 associated component'	''	''	
'12.3.2.4.3'	'Chromatin organisation.histone modifications.histone deacetylation.histone deacetylase machineries.SAP30 associated component'	''	''	
'12.3.2.4.4'	'Chromatin organisation.histone modifications.histone deacetylation.histone deacetylase machineries.HDC1/Rxt3 associated component'	''	''	
'12.3.2.5'	'Chromatin organisation.histone modifications.histone deacetylation.SHL1 histone deacetylation complex recruiting protein'	''	''	
'12.3.3'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation'	''	''	
'12.3.3.1'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.PRC2 histone methylation complex'	''	''	
'12.3.3.1.1'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.PRC2 histone methylation complex.VRN/FIS/EMF core complexes'	''	''	
'12.3.3.1.1.1'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.PRC2 histone methylation complex.VRN/FIS/EMF core complexes.MSI1 component'	''	''	
'12.3.3.1.1.2'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.PRC2 histone methylation complex.VRN/FIS/EMF core complexes.FIE component'	'cdf34741'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.PRC2 histone methylation complex.VRN/FIS/EMF core complexes.FIE component (original description: pep supercontig:ASM35022v2:HG001706:424400:425878:1 gene:CHC_T00003657001 transcript:CDF34741 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'12.3.3.1.1.3'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.PRC2 histone methylation complex.VRN/FIS/EMF core complexes.SUZ12-like component (EMF2,VRN2,FIS2)'	'cdf40414'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.PRC2 histone methylation complex.VRN/FIS/EMF core complexes.SUZ12-like component (EMF2,VRN2,FIS2) (original description: pep supercontig:ASM35022v2:HG002168:233205:234465:1 gene:CHC_T00007191001 transcript:CDF40414 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'12.3.3.1.1.4'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.PRC2 histone methylation complex.VRN/FIS/EMF core complexes.EZ-like catalytic component (CLF,SWN,MEA)'	'cdf41197'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.PRC2 histone methylation complex.VRN/FIS/EMF core complexes.EZ-like catalytic component (CLF,SWN,MEA) (original description: pep supercontig:ASM35022v2:HG002320:213996:217681:1 gene:CHC_T00007737001 transcript:CDF41197 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'12.3.3.1.2'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.PRC2 histone methylation complex.associated protein factors'	''	''	
'12.3.3.1.2.1'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.PRC2 histone methylation complex.associated protein factors.TRB PRC2-recruiting factor'	''	''	
'12.3.3.1.2.2'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.PRC2 histone methylation complex.associated protein factors.PRC2-VRN-interacting PHD protein (VIN3,VRN5)'	''	''	
'12.3.3.1.2.3'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.PRC2 histone methylation complex.associated protein factors.BLI chromatin-silencing modulator'	''	''	
'12.3.3.1.2.4'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.PRC2 histone methylation complex.associated protein factors.ALP1 chromatin-silencing modulator'	''	''	
'12.3.3.1.2.5'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.PRC2 histone methylation complex.associated protein factors.PWO histone H3 methylation reader'	''	''	
'12.3.3.2'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.COMPASS histone trimethylation complex'	''	''	
'12.3.3.2.1'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.COMPASS histone trimethylation complex.ASH2 component'	''	''	
'12.3.3.2.2'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.COMPASS histone trimethylation complex.RBL component'	'cdf36403'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.COMPASS histone trimethylation complex.RBL component (original description: pep supercontig:ASM35022v2:HG001777:15801:17768:-1 gene:CHC_T00004831001 transcript:CDF36403 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'12.3.3.2.3'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.COMPASS histone trimethylation complex.WDR5 component'	'cdf35523'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.COMPASS histone trimethylation complex.WDR5 component (original description: pep supercontig:ASM35022v2:HG001733:164678:165688:1 gene:CHC_T00003852001 transcript:CDF35523 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'12.3.3.3'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.class I/Ez histone methyltransferase component'	'cdf41197'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.class I/Ez histone methyltransferase component (original description: pep supercontig:ASM35022v2:HG002320:213996:217681:1 gene:CHC_T00007737001 transcript:CDF41197 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'12.3.3.4'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.class II/ASH1 histone methyltransferase component'	'cdf40304'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.class II/ASH1 histone methyltransferase component (original description: pep supercontig:ASM35022v2:HG002154:121952:123805:1 gene:CHC_T00007124001 transcript:CDF40304 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'12.3.3.4'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.class II/ASH1 histone methyltransferase component'	'cdf36913'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.class II/ASH1 histone methyltransferase component (original description: pep supercontig:ASM35022v2:HG001807:840230:846985:-1 gene:CHC_T00005569001 transcript:CDF36913 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'12.3.3.5'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.class III/Trithorax histone methyltransferase component'	'cdf33129'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.class III/Trithorax histone methyltransferase component (original description: pep supercontig:ASM35022v2:HG001634:111515:112987:1 gene:CHC_T00001983001 transcript:CDF33129 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'12.3.3.6'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.class IV histone methyltransferase component'	''	''	
'12.3.3.7'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.class V/Su(var) histone methyltransferase component'	''	''	
'12.3.3.8'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.AOD group histone demethylase activities'	''	''	
'12.3.3.8.1'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.AOD group histone demethylase activities.LDL/KDM1 lysine-specific demethylase'	''	''	
'12.3.3.8.2'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.AOD group histone demethylase activities.LDL3 lysine-specific demethylase'	''	''	
'12.3.3.9'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.JmjC group histone demethylase activities'	''	''	
'12.3.3.9.1'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.JmjC group histone demethylase activities.KDM3-type histone demethylase'	''	''	
'12.3.3.9.2'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.JmjC group histone demethylase activities.KDM5-type histone demethylase'	''	''	
'12.3.3.9.3'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.JmjC group histone demethylase activities.JMJD6-type histone demethylase'	'cdf37209'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.JmjC group histone demethylase activities.JMJD6-type histone demethylase (original description: pep supercontig:ASM35022v2:HG001818:489804:491361:-1 gene:CHC_T00005164001 transcript:CDF37209 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'12.3.3.9.4'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.JmjC group histone demethylase activities.PKDM7-type histone demethylase'	''	''	
'12.3.3.9.5'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.JmjC group histone demethylase activities.PKDM8-type histone demethylase'	''	''	
'12.3.3.9.6'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.JmjC group histone demethylase activities.PKDM9-type histone demethylase'	''	''	
'12.3.3.9.7'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.JmjC group histone demethylase activities.PKDM11-type histone demethylase'	''	''	
'12.3.3.9.8'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.JmjC group histone demethylase activities.PKDM12-type histone demethylase'	''	''	
'12.3.3.10'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.MRG histone H3K4/H3K36 methylation reader'	'cdf40768'	'Chromatin organisation.histone modifications.histone lysine methylation/demethylation.MRG histone H3K4/H3K36 methylation reader (original description: pep supercontig:ASM35022v2:HG002242:43410:45046:1 gene:CHC_T00007418001 transcript:CDF40768 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'12.3.4'	'Chromatin organisation.histone modifications.histone arginine methylation'	''	''	
'12.3.4.1'	'Chromatin organisation.histone modifications.histone arginine methylation.PRMT1 histone methylase'	'cdf34667'	'Chromatin organisation.histone modifications.histone arginine methylation.PRMT1 histone methylase (original description: pep supercontig:ASM35022v2:HG001704:171580:172891:1 gene:CHC_T00008919001 transcript:CDF34667 gene_biotype:protein_coding transcript_biotype:protein_coding description:probable arginine methyltransferase (pam1))'	T
'12.3.4.2'	'Chromatin organisation.histone modifications.histone arginine methylation.PRMT4 histone methylase'	''	''	
'12.3.4.3'	'Chromatin organisation.histone modifications.histone arginine methylation.TDRD3-TOP3B methyl-arginine reader complex'	''	''	
'12.3.4.3.1'	'Chromatin organisation.histone modifications.histone arginine methylation.TDRD3-TOP3B methyl-arginine reader complex.TDRD3 reader component'	''	''	
'12.3.4.3.2'	'Chromatin organisation.histone modifications.histone arginine methylation.TDRD3-TOP3B methyl-arginine reader complex.TOP3b topoisomerase component'	''	''	
'12.3.5'	'Chromatin organisation.histone modifications.histone ubiquitination'	''	''	
'12.3.5.1'	'Chromatin organisation.histone modifications.histone ubiquitination.PRC1 histone mono-ubiquitination complex'	''	''	
'12.3.5.1.1'	'Chromatin organisation.histone modifications.histone ubiquitination.PRC1 histone mono-ubiquitination complex.modification writer protein components'	''	''	
'12.3.5.1.1.1'	'Chromatin organisation.histone modifications.histone ubiquitination.PRC1 histone mono-ubiquitination complex.modification writer protein components.BMI1-type modification writer component'	''	''	
'12.3.5.1.1.2'	'Chromatin organisation.histone modifications.histone ubiquitination.PRC1 histone mono-ubiquitination complex.modification writer protein components.RING1-type modification writer component'	''	''	
'12.3.5.1.2'	'Chromatin organisation.histone modifications.histone ubiquitination.PRC1 histone mono-ubiquitination complex.Pc-type LHP1 modification reader component'	''	''	
'12.3.5.1.3'	'Chromatin organisation.histone modifications.histone ubiquitination.PRC1 histone mono-ubiquitination complex.Psc-type EMF1 component'	''	''	
'12.3.6'	'Chromatin organisation.histone modifications.histone phosphorylation'	''	''	
'12.3.6.1'	'Chromatin organisation.histone modifications.histone phosphorylation.Aurora kinase'	'cdf40405'	'Chromatin organisation.histone modifications.histone phosphorylation.Aurora kinase (original description: pep supercontig:ASM35022v2:HG002168:54164:56377:-1 gene:CHC_T00009288001 transcript:CDF40405 gene_biotype:protein_coding transcript_biotype:protein_coding description:Serine/threonine protein kinase)'	T
'12.3.6.1'	'Chromatin organisation.histone modifications.histone phosphorylation.Aurora kinase'	'cdf32691'	'Chromatin organisation.histone modifications.histone phosphorylation.Aurora kinase (original description: pep supercontig:ASM35022v2:HG001539:153681:154535:1 gene:CHC_T00008947001 transcript:CDF32691 gene_biotype:protein_coding transcript_biotype:protein_coding description:Serine/threonine protein kinase)'	T
'12.3.6.2'	'Chromatin organisation.histone modifications.histone phosphorylation.MLK kinase'	''	''	
'12.3.6.3'	'Chromatin organisation.histone modifications.histone phosphorylation.Haspin kinase'	''	''	
'12.4'	'Chromatin organisation.chromatin remodeling complexes'	''	''	
'12.4.1'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components'	''	''	
'12.4.1.1'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.Snf2-like group'	''	''	
'12.4.1.1.1'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.Snf2-like group.Alc chromatin remodeling factor'	''	''	
'12.4.1.1.2'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.Snf2-like group.Chd1 chromatin remodeling factor'	'cdf32159'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.Snf2-like group.Chd1 chromatin remodeling factor (original description: pep supercontig:ASM35022v2:HG001459:440305:444966:1 gene:CHC_T00001386001 transcript:CDF32159 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'12.4.1.1.3'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.Snf2-like group.Snf2 chromatin remodeling factor'	'cdf39174'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.Snf2-like group.Snf2 chromatin remodeling factor (original description: pep supercontig:ASM35022v2:HG002009:24563:28622:-1 gene:CHC_T00000150001 transcript:CDF39174 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'12.4.1.1.4'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.Snf2-like group.Iswi chromatin remodeling factor'	'cdf36036'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.Snf2-like group.Iswi chromatin remodeling factor (original description: pep supercontig:ASM35022v2:HG001756:107358:110459:-1 gene:CHC_T00010228001 transcript:CDF36036 gene_biotype:protein_coding transcript_biotype:protein_coding description:chromatin-remodelling complex ATPase ISWI2)'	T
'12.4.1.1.5'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.Snf2-like group.Chd3/Mi-2 chromatin remodeling factor'	''	''	
'12.4.1.2'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.Swr1-like group'	''	''	
'12.4.1.2.1'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.Swr1-like group.Etl1 chromatin remodeling factor'	''	''	
'12.4.1.2.2'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.Swr1-like group.Ino80 chromatin remodeling factor'	'cdf35476'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.Swr1-like group.Ino80 chromatin remodeling factor (original description: pep supercontig:ASM35022v2:HG001731:182588:186511:1 gene:CHC_T00003981001 transcript:CDF35476 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'12.4.1.3'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.Rad54-like group'	''	''	
'12.4.1.3.1'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.Rad54-like group.Rad54 chromatin remodeling factor'	'cdf39149'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.Rad54-like group.Rad54 chromatin remodeling factor (original description: pep supercontig:ASM35022v2:HG002005:43880:46837:-1 gene:CHC_T00000137001 transcript:CDF39149 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'12.4.1.3.2'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.Rad54-like group.ATRX chromatin remodeling factor'	''	''	
'12.4.1.3.3'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.Rad54-like group.DRD1 chromatin remodeling factor'	''	''	
'12.4.1.4'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.SSO1653-like group'	''	''	
'12.4.1.4.1'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.SSO1653-like group.SHPRH chromatin remodeling factor'	''	''	
'12.4.1.4.2'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.SSO1653-like group.Mot1 chromatin remodeling factor'	'cdf32085'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.SSO1653-like group.Mot1 chromatin remodeling factor (original description: pep supercontig:ASM35022v2:HG001459:88178:93974:1 gene:CHC_T00001333001 transcript:CDF32085 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'12.4.1.4.3'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.SSO1653-like group.ERCC6 chromatin remodeling factor'	'cdf35180'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.SSO1653-like group.ERCC6 chromatin remodeling factor (original description: pep supercontig:ASM35022v2:HG001721:150436:154351:-1 gene:CHC_T00010045001 transcript:CDF35180 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'12.4.1.5'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.Rad5/16-like group'	''	''	
'12.4.1.5.1'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.Rad5/16-like group.Rad5 chromatin remodeling factor'	'cdf34949'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.Rad5/16-like group.Rad5 chromatin remodeling factor (original description: pep supercontig:ASM35022v2:HG001711:118694:123054:-1 gene:CHC_T00003520001 transcript:CDF34949 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'12.4.1.5.2'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.Rad5/16-like group.Rad5-like chromatin remodeling factor'	''	''	
'12.4.1.5.3'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.Rad5/16-like group.Ris1 chromatin remodeling factor'	''	''	
'12.4.1.6'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.SMARCAL1-like group'	''	''	
'12.4.1.6.1'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.SMARCAL1-like group.SMARCAL1 chromatin remodeling factor'	'cdf38923'	'Chromatin organisation.chromatin remodeling complexes.ATPase core components.SMARCAL1-like group.SMARCAL1 chromatin remodeling factor (original description: pep supercontig:ASM35022v2:HG001976:42762:45533:-1 gene:CHC_T00001253001 transcript:CDF38923 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'12.4.2'	'Chromatin organisation.chromatin remodeling complexes.additional core components'	''	''	
'12.4.2.1'	'Chromatin organisation.chromatin remodeling complexes.additional core components.BAF255/170 component'	'cdf32151'	'Chromatin organisation.chromatin remodeling complexes.additional core components.BAF255/170 component (original description: pep supercontig:ASM35022v2:HG001459:359195:363130:1 gene:CHC_T00001380001 transcript:CDF32151 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'12.4.2.1'	'Chromatin organisation.chromatin remodeling complexes.additional core components.BAF255/170 component'	'cdf33047'	'Chromatin organisation.chromatin remodeling complexes.additional core components.BAF255/170 component (original description: pep supercontig:ASM35022v2:HG001632:81679:84741:-1 gene:CHC_T00001865001 transcript:CDF33047 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'12.4.2.2'	'Chromatin organisation.chromatin remodeling complexes.additional core components.BAF60 component'	'cdf38131'	'Chromatin organisation.chromatin remodeling complexes.additional core components.BAF60 component (original description: pep supercontig:ASM35022v2:HG001898:654909:656521:-1 gene:CHC_T00010318001 transcript:CDF38131 gene_biotype:protein_coding transcript_biotype:protein_coding description:SWIB domain-containing proteincomplex)'	T
'12.4.2.3'	'Chromatin organisation.chromatin remodeling complexes.additional core components.BAF47/INI1 component'	'cdf40936'	'Chromatin organisation.chromatin remodeling complexes.additional core components.BAF47/INI1 component (original description: pep supercontig:ASM35022v2:HG002276:112249:113004:-1 gene:CHC_T00007534001 transcript:CDF40936 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'12.4.2.4'	'Chromatin organisation.chromatin remodeling complexes.additional core components.ARP7 component'	''	''	
'12.4.3'	'Chromatin organisation.chromatin remodeling complexes.RVB helicase component'	'cdf40491'	'Chromatin organisation.chromatin remodeling complexes.RVB helicase component (original description: pep supercontig:ASM35022v2:HG002191:10531:11982:-1 gene:CHC_T00008567001 transcript:CDF40491 gene_biotype:protein_coding transcript_biotype:protein_coding description:RuvB-like DNA/RNA helicase pontin)'	T
'12.4.3'	'Chromatin organisation.chromatin remodeling complexes.RVB helicase component'	'cdf36986'	'Chromatin organisation.chromatin remodeling complexes.RVB helicase component (original description: pep supercontig:ASM35022v2:HG001808:324988:326873:-1 gene:CHC_T00008309001 transcript:CDF36986 gene_biotype:protein_coding transcript_biotype:protein_coding description:RuvB-like DNA/RNA helicase reptin)'	T
'12.4.4'	'Chromatin organisation.chromatin remodeling complexes.SWR1 complex'	''	''	
'12.4.4.1'	'Chromatin organisation.chromatin remodeling complexes.SWR1 complex.SWC2 component'	''	''	
'12.4.4.2'	'Chromatin organisation.chromatin remodeling complexes.SWR1 complex.SWC6 component'	'cdf37062'	'Chromatin organisation.chromatin remodeling complexes.SWR1 complex.SWC6 component (original description: pep supercontig:ASM35022v2:HG001812:99817:100392:1 gene:CHC_T00005242001 transcript:CDF37062 gene_biotype:protein_coding transcript_biotype:protein_coding description:SWR1 complex subunit 6 [Source:Projected from Arabidopsis thaliana (AT5G37055) UniProtKB/Swiss-Prot;Acc:Q9FHW2])'	T
'12.4.4.3'	'Chromatin organisation.chromatin remodeling complexes.SWR1 complex.ARP4 component'	''	''	
'12.4.4.4'	'Chromatin organisation.chromatin remodeling complexes.SWR1 complex.ARP6 component'	''	''	
'12.4.4.5'	'Chromatin organisation.chromatin remodeling complexes.SWR1 complex.PIE1 ATPase component'	'cdf33786'	'Chromatin organisation.chromatin remodeling complexes.SWR1 complex.PIE1 ATPase component (original description: pep supercontig:ASM35022v2:HG001658:11985:18866:-1 gene:CHC_T00002398001 transcript:CDF33786 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'12.4.4.6'	'Chromatin organisation.chromatin remodeling complexes.SWR1 complex.SWC4 recruitment factor'	''	''	
'12.5'	'Chromatin organisation.DNA methylation'	''	''	
'12.5.1'	'Chromatin organisation.DNA methylation.canonical RNA-directed DNA methylation pathway'	''	''	
'12.5.1.1'	'Chromatin organisation.DNA methylation.canonical RNA-directed DNA methylation pathway.AGO siRNA-integrating factor'	''	''	
'12.5.1.2'	'Chromatin organisation.DNA methylation.canonical RNA-directed DNA methylation pathway.KTF1/SPT5L auxilary silencing factor'	''	''	
'12.5.1.3'	'Chromatin organisation.DNA methylation.canonical RNA-directed DNA methylation pathway.DNA methylation accessory complex (DDR)'	''	''	
'12.5.1.3.1'	'Chromatin organisation.DNA methylation.canonical RNA-directed DNA methylation pathway.DNA methylation accessory complex (DDR).DRD1 component'	''	''	
'12.5.1.3.2'	'Chromatin organisation.DNA methylation.canonical RNA-directed DNA methylation pathway.DNA methylation accessory complex (DDR).DMS3 component'	''	''	
'12.5.1.3.3'	'Chromatin organisation.DNA methylation.canonical RNA-directed DNA methylation pathway.DNA methylation accessory complex (DDR).RDM1 component'	''	''	
'12.5.1.4'	'Chromatin organisation.DNA methylation.canonical RNA-directed DNA methylation pathway.DRM2 de novo DNA methylase'	''	''	
'12.5.1.5'	'Chromatin organisation.DNA methylation.canonical RNA-directed DNA methylation pathway.SUVH2/9 methyl-DNA-binding factor'	''	''	
'12.5.1.6'	'Chromatin organisation.DNA methylation.canonical RNA-directed DNA methylation pathway.MORC-type auxilary factor'	''	''	
'12.5.1.7'	'Chromatin organisation.DNA methylation.canonical RNA-directed DNA methylation pathway.IDN/IDP regulatory protein'	''	''	
'12.5.2'	'Chromatin organisation.DNA methylation.non-canonical RNA-directed DNA methylation'	''	''	
'12.5.2.1'	'Chromatin organisation.DNA methylation.non-canonical RNA-directed DNA methylation.SGS3 stabilization factor'	''	''	
