BINCODE	NAME	IDENTIFIER	DESCRIPTION	TYPE
'7.12.1.3'	'Coenzyme metabolism.tetrapyrrol biosynthesis.5-aminolevulinic acid formation.glutamyl-tRNA reductase regulator protein (FLU)'	'abo97674'	'Coenzyme metabolism.tetrapyrrol biosynthesis.5-aminolevulinic acid formation.glutamyl-tRNA reductase regulator protein (FLU) (original description: pep chromosome:ASM9206v1:8:439711:440604:-1 gene:OSTLU_42883 transcript:ABO97674 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.1.4'	'Coenzyme metabolism.tetrapyrrol biosynthesis.5-aminolevulinic acid formation.glutamate-1-semialdehyde-2,1-aminomutase'	'abp00680'	'Coenzyme metabolism.tetrapyrrol biosynthesis.5-aminolevulinic acid formation.glutamate-1-semialdehyde-2,1-aminomutase (original description: pep chromosome:ASM9206v1:19:12208:13848:1 gene:OSTLU_28523 transcript:ABP00680 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.2'	'Coenzyme metabolism.tetrapyrrol biosynthesis.uroporphyrinogen III formation'	''	''	
'7.12.2.1'	'Coenzyme metabolism.tetrapyrrol biosynthesis.uroporphyrinogen III formation.porphobilinogen synthase'	'abo93774'	'Coenzyme metabolism.tetrapyrrol biosynthesis.uroporphyrinogen III formation.porphobilinogen synthase (original description: pep chromosome:ASM9206v1:1:398183:399576:1 gene:OSTLU_28845 transcript:ABO93774 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.2.2'	'Coenzyme metabolism.tetrapyrrol biosynthesis.uroporphyrinogen III formation.porphobilinogen deaminase'	'abo96241'	'Coenzyme metabolism.tetrapyrrol biosynthesis.uroporphyrinogen III formation.porphobilinogen deaminase (original description: pep chromosome:ASM9206v1:5:194789:195914:-1 gene:OSTLU_31592 transcript:ABO96241 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.2.3'	'Coenzyme metabolism.tetrapyrrol biosynthesis.uroporphyrinogen III formation.uroporphyrinogen III synthase'	'abo98898'	'Coenzyme metabolism.tetrapyrrol biosynthesis.uroporphyrinogen III formation.uroporphyrinogen III synthase (original description: pep chromosome:ASM9206v1:12:159664:160410:1 gene:OSTLU_5668 transcript:ABO98898 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.3'	'Coenzyme metabolism.tetrapyrrol biosynthesis.siroheme synthesis'	''	''	
'7.12.3.1'	'Coenzyme metabolism.tetrapyrrol biosynthesis.siroheme synthesis.uroporphyrinogen III methyltransferase'	'abo96124'	'Coenzyme metabolism.tetrapyrrol biosynthesis.siroheme synthesis.uroporphyrinogen III methyltransferase (original description: pep chromosome:ASM9206v1:5:645361:646074:1 gene:OSTLU_94394 transcript:ABO96124 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.3.1'	'Coenzyme metabolism.tetrapyrrol biosynthesis.siroheme synthesis.uroporphyrinogen III methyltransferase'	'abp00785'	'Coenzyme metabolism.tetrapyrrol biosynthesis.siroheme synthesis.uroporphyrinogen III methyltransferase (original description: pep chromosome:ASM9206v1:20:62324:63100:1 gene:OSTLU_4668 transcript:ABP00785 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.3.2'	'Coenzyme metabolism.tetrapyrrol biosynthesis.siroheme synthesis.sirohydrochlorin ferrochelatase'	'abo99889'	'Coenzyme metabolism.tetrapyrrol biosynthesis.siroheme synthesis.sirohydrochlorin ferrochelatase (original description: pep chromosome:ASM9206v1:15:193144:193545:1 gene:OSTLU_7707 transcript:ABO99889 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.4'	'Coenzyme metabolism.tetrapyrrol biosynthesis.protoporphyrin IX formation'	''	''	
'7.12.4.1'	'Coenzyme metabolism.tetrapyrrol biosynthesis.protoporphyrin IX formation.uroporphyrinogen III decarboxylase'	'abo96232'	'Coenzyme metabolism.tetrapyrrol biosynthesis.protoporphyrin IX formation.uroporphyrinogen III decarboxylase (original description: pep chromosome:ASM9206v1:5:166650:168039:-1 gene:OSTLU_31578 transcript:ABO96232 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.4.1'	'Coenzyme metabolism.tetrapyrrol biosynthesis.protoporphyrin IX formation.uroporphyrinogen III decarboxylase'	'abo94173'	'Coenzyme metabolism.tetrapyrrol biosynthesis.protoporphyrin IX formation.uroporphyrinogen III decarboxylase (original description: pep chromosome:ASM9206v1:1:620755:621991:-1 gene:OSTLU_28976 transcript:ABO94173 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.4.1'	'Coenzyme metabolism.tetrapyrrol biosynthesis.protoporphyrin IX formation.uroporphyrinogen III decarboxylase'	'abp00241'	'Coenzyme metabolism.tetrapyrrol biosynthesis.protoporphyrin IX formation.uroporphyrinogen III decarboxylase (original description: pep chromosome:ASM9206v1:16:26979:27944:-1 gene:OSTLU_18446 transcript:ABP00241 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.4.1'	'Coenzyme metabolism.tetrapyrrol biosynthesis.protoporphyrin IX formation.uroporphyrinogen III decarboxylase'	'abo99131'	'Coenzyme metabolism.tetrapyrrol biosynthesis.protoporphyrin IX formation.uroporphyrinogen III decarboxylase (original description: pep chromosome:ASM9206v1:12:395668:396687:-1 gene:OSTLU_17656 transcript:ABO99131 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.4.2'	'Coenzyme metabolism.tetrapyrrol biosynthesis.protoporphyrin IX formation.coproporphyrinogen III oxidase activities'	''	''	
'7.12.4.2.1'	'Coenzyme metabolism.tetrapyrrol biosynthesis.protoporphyrin IX formation.coproporphyrinogen III oxidase activities.HemF oxygen-dependent coproporphyrinogen III oxidase'	'abp00587'	'Coenzyme metabolism.tetrapyrrol biosynthesis.protoporphyrin IX formation.coproporphyrinogen III oxidase activities.HemF oxygen-dependent coproporphyrinogen III oxidase (original description: pep chromosome:ASM9206v1:17:334727:335683:-1 gene:OSTLU_4238 transcript:ABP00587 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.4.2.1'	'Coenzyme metabolism.tetrapyrrol biosynthesis.protoporphyrin IX formation.coproporphyrinogen III oxidase activities.HemF oxygen-dependent coproporphyrinogen III oxidase'	'abo94975'	'Coenzyme metabolism.tetrapyrrol biosynthesis.protoporphyrin IX formation.coproporphyrinogen III oxidase activities.HemF oxygen-dependent coproporphyrinogen III oxidase (original description: pep chromosome:ASM9206v1:3:513738:515128:1 gene:OSTLU_30642 transcript:ABO94975 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.4.2.2'	'Coenzyme metabolism.tetrapyrrol biosynthesis.protoporphyrin IX formation.coproporphyrinogen III oxidase activities.HemN oxygen-independent coproporphyrinogen III oxidase'	'abo93710'	'Coenzyme metabolism.tetrapyrrol biosynthesis.protoporphyrin IX formation.coproporphyrinogen III oxidase activities.HemN oxygen-independent coproporphyrinogen III oxidase (original description: pep chromosome:ASM9206v1:1:205412:206635:1 gene:OSTLU_10143 transcript:ABO93710 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.4.3'	'Coenzyme metabolism.tetrapyrrol biosynthesis.protoporphyrin IX formation.protoporphyrinogen IX oxidase'	'abo96571'	'Coenzyme metabolism.tetrapyrrol biosynthesis.protoporphyrin IX formation.protoporphyrinogen IX oxidase (original description: pep chromosome:ASM9206v1:6:592863:594487:1 gene:OSTLU_32279 transcript:ABO96571 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.5'	'Coenzyme metabolism.tetrapyrrol biosynthesis.heme synthesis and modification'	''	''	
'7.12.5.1'	'Coenzyme metabolism.tetrapyrrol biosynthesis.heme synthesis and modification.ferrochelatase'	'abo98654'	'Coenzyme metabolism.tetrapyrrol biosynthesis.heme synthesis and modification.ferrochelatase (original description: pep chromosome:ASM9206v1:11:500237:501334:1 gene:OSTLU_2831 transcript:ABO98654 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.5.2'	'Coenzyme metabolism.tetrapyrrol biosynthesis.heme synthesis and modification.heme oxygenase'	'abp00573'	'Coenzyme metabolism.tetrapyrrol biosynthesis.heme synthesis and modification.heme oxygenase (original description: pep chromosome:ASM9206v1:17:296672:297337:-1 gene:OSTLU_89558 transcript:ABP00573 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.5.3'	'Coenzyme metabolism.tetrapyrrol biosynthesis.heme synthesis and modification.phytochromobilin synthase'	''	''	
'7.12.6'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism'	''	''	
'7.12.6.1'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.magnesium-chelatase complex'	''	''	
'7.12.6.1.1'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.magnesium-chelatase complex.CHL-D component'	'abo96417'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.magnesium-chelatase complex.CHL-D component (original description: pep chromosome:ASM9206v1:5:835555:837606:-1 gene:OSTLU_38488 transcript:ABO96417 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.6.1.1'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.magnesium-chelatase complex.CHL-D component'	'abo97562'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.magnesium-chelatase complex.CHL-D component (original description: pep chromosome:ASM9206v1:8:54892:56853:-1 gene:OSTLU_776 transcript:ABO97562 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.6.1.2'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.magnesium-chelatase complex.CHL-H component'	'abo96227'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.magnesium-chelatase complex.CHL-H component (original description: pep chromosome:ASM9206v1:5:156254:160382:-1 gene:OSTLU_49527 transcript:ABO96227 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.6.1.2'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.magnesium-chelatase complex.CHL-H component'	'abo95522'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.magnesium-chelatase complex.CHL-H component (original description: pep chromosome:ASM9206v1:4:381115:385191:1 gene:OSTLU_45384 transcript:ABO95522 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.6.1.3'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.magnesium-chelatase complex.CHL-I component'	'abo94285'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.magnesium-chelatase complex.CHL-I component (original description: pep chromosome:ASM9206v1:1:981840:983219:-1 gene:OSTLU_29195 transcript:ABO94285 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.6.1.3'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.magnesium-chelatase complex.CHL-I component'	'abo94681'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.magnesium-chelatase complex.CHL-I component (original description: pep chromosome:ASM9206v1:2:440098:441610:-1 gene:OSTLU_119495 transcript:ABO94681 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ChlI description:Magnesium-protoporyphyrin IX chelatase subunit chlI)'	T
'7.12.6.1.4'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.magnesium-chelatase complex.GUN4 cofactor'	'abp00239'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.magnesium-chelatase complex.GUN4 cofactor (original description: pep chromosome:ASM9206v1:16:23723:24160:-1 gene:OSTLU_10367 transcript:ABP00239 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.6.2'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.Mg-protoporphyrin IX O-methyltransferase'	'abo97229'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.Mg-protoporphyrin IX O-methyltransferase (original description: pep chromosome:ASM9206v1:7:445973:446680:-1 gene:OSTLU_35500 transcript:ABO97229 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.6.3'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.Mg-protoporphyrin IX monomethylester cyclase complex'	''	''	
'7.12.6.3.1'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.Mg-protoporphyrin IX monomethylester cyclase complex.CRD1 catalytic component'	'abo99644'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.Mg-protoporphyrin IX monomethylester cyclase complex.CRD1 catalytic component (original description: pep chromosome:ASM9206v1:14:662211:663587:1 gene:OSTLU_47501 transcript:ABO99644 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.6.3.2'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.Mg-protoporphyrin IX monomethylester cyclase complex.LCAA scaffolding component'	'abo96158'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.Mg-protoporphyrin IX monomethylester cyclase complex.LCAA scaffolding component (original description: pep chromosome:ASM9206v1:5:763605:763886:1 gene:OSTLU_9419 transcript:ABO96158 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.6.4'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.divinyl chlorophyllide-a 8-vinyl-reductase'	'abo99599'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.divinyl chlorophyllide-a 8-vinyl-reductase (original description: pep chromosome:ASM9206v1:14:522505:523732:1 gene:OSTLU_27566 transcript:ABO99599 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.6.5'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.protochlorophyllide oxidoreductase (POR) activities'	''	''	
'7.12.6.5.1'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.protochlorophyllide oxidoreductase (POR) activities.light-dependent POR'	'abo95961'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.protochlorophyllide oxidoreductase (POR) activities.light-dependent POR (original description: pep chromosome:ASM9206v1:5:86761:87750:1 gene:OSTLU_4520 transcript:ABO95961 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.6.5.1'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.protochlorophyllide oxidoreductase (POR) activities.light-dependent POR'	'abo97187'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.protochlorophyllide oxidoreductase (POR) activities.light-dependent POR (original description: pep chromosome:ASM9206v1:7:293807:294790:-1 gene:OSTLU_4180 transcript:ABO97187 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.6.5.2'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.protochlorophyllide oxidoreductase (POR) activities.light-dependent POR chaperone (CPP1)'	'abp00578'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.protochlorophyllide oxidoreductase (POR) activities.light-dependent POR chaperone (CPP1) (original description: pep chromosome:ASM9206v1:17:314341:315045:-1 gene:OSTLU_42185 transcript:ABP00578 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.6.5.3'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.protochlorophyllide oxidoreductase (POR) activities.light-independent POR complex'	''	''	
'7.12.6.5.3.1'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.protochlorophyllide oxidoreductase (POR) activities.light-independent POR complex.CHL-B component'	''	''	
'7.12.6.5.3.2'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.protochlorophyllide oxidoreductase (POR) activities.light-independent POR complex.CHL-L component'	''	''	
'7.12.6.5.3.3'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.protochlorophyllide oxidoreductase (POR) activities.light-independent POR complex.CHL-N component'	''	''	
'7.12.6.6'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.chlorophyll(ide) interconversions'	''	''	
'7.12.6.6.1'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.chlorophyll(ide) interconversions.chlorophyllide a oxygenase'	'abo99103'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.chlorophyll(ide) interconversions.chlorophyllide a oxygenase (original description: pep chromosome:ASM9206v1:12:283058:283774:-1 gene:OSTLU_5015 transcript:ABO99103 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.6.6.2'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.chlorophyll(ide) interconversions.chlorophyll synthase ChlG'	'abo97591'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.chlorophyll(ide) interconversions.chlorophyll synthase ChlG (original description: pep chromosome:ASM9206v1:8:171930:174713:-1 gene:OSTLU_16384 transcript:ABO97591 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.6.6.3'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.chlorophyll(ide) interconversions.geranylgeranyl reductase ChlP'	'abo94441'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.chlorophyll(ide) interconversions.geranylgeranyl reductase ChlP (original description: pep chromosome:ASM9206v1:2:444441:446071:1 gene:OSTLU_119498 transcript:ABO94441 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:Ggh description:geranylgeranyl reductase)'	T
'7.12.6.6.4'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.chlorophyll(ide) interconversions.chlorophyll b reductase complex'	''	''	
'7.12.6.6.4.1'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.chlorophyll(ide) interconversions.chlorophyll b reductase complex.NYC1 component'	''	''	
'7.12.6.6.4.2'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.chlorophyll(ide) interconversions.chlorophyll b reductase complex.NOL component'	'abo94146'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.chlorophyll(ide) interconversions.chlorophyll b reductase complex.NOL component (original description: pep chromosome:ASM9206v1:1:535702:536631:-1 gene:OSTLU_39837 transcript:ABO94146 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.6.6.5'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.chlorophyll(ide) interconversions.7-hydroxymethyl chlorophyll(ide) a reductase'	'abo94518'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.chlorophyll(ide) interconversions.7-hydroxymethyl chlorophyll(ide) a reductase (original description: pep chromosome:ASM9206v1:2:725446:726768:1 gene:OSTLU_36251 transcript:ABO94518 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.6.7'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.chlorophyll breakdown'	''	''	
'7.12.6.7.1'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.chlorophyll breakdown.chlorophyllase (CLH)'	''	''	
'7.12.6.7.2'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.chlorophyll breakdown.chlorophyll dephytylase (CLD)'	'abo98925'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.chlorophyll breakdown.chlorophyll dephytylase (CLD) (original description: pep chromosome:ASM9206v1:12:247961:248800:1 gene:OSTLU_4818 transcript:ABO98925 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.6.7.3'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.chlorophyll breakdown.magnesium dechelatase'	'abp01305'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.chlorophyll breakdown.magnesium dechelatase (original description: pep chromosome:ASM9206v1:21:271962:272933:-1 gene:OSTLU_29779 transcript:ABP01305 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.6.7.3'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.chlorophyll breakdown.magnesium dechelatase'	'abo99241'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.chlorophyll breakdown.magnesium dechelatase (original description: pep chromosome:ASM9206v1:13:255536:256507:1 gene:OSTLU_27130 transcript:ABO99241 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.6.7.4'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.chlorophyll breakdown.pheophytin pheophorbide hydrolase (PPH)'	'abo93881'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.chlorophyll breakdown.pheophytin pheophorbide hydrolase (PPH) (original description: pep chromosome:ASM9206v1:1:756567:757382:1 gene:OSTLU_3905 transcript:ABO93881 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.12.6.7.5'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.chlorophyll breakdown.pheophorbide a oxygenase (PAO)'	''	''	
'7.12.6.7.6'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.chlorophyll breakdown.red chlorophyll catabolite reductase (RCCR)'	''	''	
'7.12.6.7.7'	'Coenzyme metabolism.tetrapyrrol biosynthesis.chlorophyll metabolism.chlorophyll breakdown.fluorescent chlorophyll catabolite (FCC) deformylase'	''	''	
'7.13'	'Coenzyme metabolism.phylloquinone synthesis'	''	''	
'7.13.1'	'Coenzyme metabolism.phylloquinone synthesis.isochorismate synthase'	'abp00219'	'Coenzyme metabolism.phylloquinone synthesis.isochorismate synthase (original description: pep chromosome:ASM9206v1:16:384061:384837:1 gene:OSTLU_37751 transcript:ABP00219 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.13.2'	'Coenzyme metabolism.phylloquinone synthesis.multifunctional phylloquinone synthesis protein (PHYLLO)'	''	''	
'7.13.3'	'Coenzyme metabolism.phylloquinone synthesis.2-succinylbenzoate:CoA ligase'	'abo93967'	'Coenzyme metabolism.phylloquinone synthesis.2-succinylbenzoate:CoA ligase (original description: pep chromosome:ASM9206v1:1:1055322:1056392:1 gene:OSTLU_29237 transcript:ABO93967 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.13.4'	'Coenzyme metabolism.phylloquinone synthesis.1,4-dihydroxy-2-naphthoyl-CoA synthase'	'abo94320'	'Coenzyme metabolism.phylloquinone synthesis.1,4-dihydroxy-2-naphthoyl-CoA synthase (original description: pep chromosome:ASM9206v1:1:1106926:1107939:-1 gene:OSTLU_40076 transcript:ABO94320 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.13.5'	'Coenzyme metabolism.phylloquinone synthesis.1,4-dihydroxy-2-naphthoyl-CoA thioesterase'	''	''	
'7.13.6'	'Coenzyme metabolism.phylloquinone synthesis.1,4-dihydroxy-2-naphtoate-phytyltransferase'	'abp01061'	'Coenzyme metabolism.phylloquinone synthesis.1,4-dihydroxy-2-naphtoate-phytyltransferase (original description: pep chromosome:ASM9206v1:20:425003:425887:-1 gene:OSTLU_6184 transcript:ABP01061 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.13.7'	'Coenzyme metabolism.phylloquinone synthesis.2-phytyl-1,4-naphthoquinone methyltransferase'	'abo93877'	'Coenzyme metabolism.phylloquinone synthesis.2-phytyl-1,4-naphthoquinone methyltransferase (original description: pep chromosome:ASM9206v1:1:738351:739304:1 gene:OSTLU_39585 transcript:ABO93877 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.13.7'	'Coenzyme metabolism.phylloquinone synthesis.2-phytyl-1,4-naphthoquinone methyltransferase'	'abo97085'	'Coenzyme metabolism.phylloquinone synthesis.2-phytyl-1,4-naphthoquinone methyltransferase (original description: pep chromosome:ASM9206v1:7:741166:742893:1 gene:OSTLU_12765 transcript:ABO97085 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.13.8'	'Coenzyme metabolism.phylloquinone synthesis.phytyl-phosphate kinase'	'abo95042'	'Coenzyme metabolism.phylloquinone synthesis.phytyl-phosphate kinase (original description: pep chromosome:ASM9206v1:3:742796:743813:1 gene:OSTLU_5597 transcript:ABO95042 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.14'	'Coenzyme metabolism.lipoic acid synthesis'	''	''	
'7.14.1'	'Coenzyme metabolism.lipoic acid synthesis.lipoate synthase'	'abo96579'	'Coenzyme metabolism.lipoic acid synthesis.lipoate synthase (original description: pep chromosome:ASM9206v1:6:620060:621280:1 gene:OSTLU_32294 transcript:ABO96579 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:LIP1 description:Lipoyl synthase, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:A4RZ86])'	T
'7.14.2'	'Coenzyme metabolism.lipoic acid synthesis.lipoyltransferase'	'abo96088'	'Coenzyme metabolism.lipoic acid synthesis.lipoyltransferase (original description: pep chromosome:ASM9206v1:5:506788:507399:1 gene:OSTLU_38676 transcript:ABO96088 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'7.14.2'	'Coenzyme metabolism.lipoic acid synthesis.lipoyltransferase'	'abo93896'	'Coenzyme metabolism.lipoic acid synthesis.lipoyltransferase (original description: pep chromosome:ASM9206v1:1:803273:803830:1 gene:OSTLU_7617 transcript:ABO93896 gene_biotype:protein_coding transcript_biotype:protein_coding description:predicted protein)'	T
'8'	'Polyamine metabolism'	''	''	
'8.1'	'Polyamine metabolism.putrescine'	''	''	
'8.1.1'	'Polyamine metabolism.putrescine.synthesis'	''	''	
'8.1.1.1'	'Polyamine metabolism.putrescine.synthesis.plastidial/nuclear pathway'	''	''	
'8.1.1.1.1'	'Polyamine metabolism.putrescine.synthesis.plastidial/nuclear pathway.arginine decarboxylase'	''	''	
'8.1.1.1.2'	'Polyamine metabolism.putrescine.synthesis.plastidial/nuclear pathway.agmatine iminohydrolase'	''	''	
'8.1.1.1.3'	'Polyamine metabolism.putrescine.synthesis.plastidial/nuclear pathway.N-carbamoylputrescine amidohydrolase'	''	''	
'8.1.1.2'	'Polyamine metabolism.putrescine.synthesis.cytosolic pathway'	''	''	
'8.1.1.2.1'	'Polyamine metabolism.putrescine.synthesis.cytosolic pathway.ornithine decarboxylase'	'abo95616'	'Polyamine metabolism.putrescine.synthesis.cytosolic pathway.ornithine decarboxylase (original description: pep chromosome:ASM9206v1:4:690774:692707:1 gene:OSTLU_31322 transcript:ABO95616 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ODC1 description:Ornithine decarboxylase)'	T
'8.1.2'	'Polyamine metabolism.putrescine.degradation'	''	''	
'8.1.2.1'	'Polyamine metabolism.putrescine.degradation.diamine oxidase'	''	''	
'8.2'	'Polyamine metabolism.spermidine/spermine'	''	''	
