gene	XP1_nitrate	XP2_fruits	XP3_geno
at1g58350.1	0.338232532	0.136206784	0.229357382
at1g58360.1	-0.062757302	0.005317297	0.909851748
at1g58370.1	-0.057728769	0.100142933	-0.729750565
at1g58380.1	-0.349829053	0.040680348	0.616224426
at1g58390.1	0	-0.867383871	0.916023261
at1g58400.1	-0.499892701	-0.923747438	0.315011821
at1g58410.1	0	0.945099798	-0.915167082
at1g58420.1	0.420354295	0.119303889	-0.904450532
at1g58430.1	0.077606507	0.597168339	0.44932727
at1g58440.1	0	-0.601250767	0.141104939
at1g58450.1	0	-0.771589371	0.722065456
at1g58460.1	0.138842648	0.010888104	-0.208601839
at1g58470.1	0.690556208	0.309928214	-0.000624284
at1g58520.2	-0.724194066	0.827969634	0.578814066
at1g58602.1	-0.241470734	-0.871058124	-0.106617066
at1g58643.1	0	-0.328399415	-0.595895282
at1g58684.1	0	-0.273616778	0.749628387
at1g58725.1	0.490556318	0.504674924	0.16096005
at1g58766.1	0	-0.09666199	-0.375690197
at1g58807.1	0.271058228	-0.355688825	-0.505718773
at1g58848.1	-0.88489924	-0.027849165	-0.248065259
at1g58936.1	0.276065115	0.52216507	0.850130323
at1g58983.1	-0.617218195	0.724710282	0.188654213
at1g59030.1	0.120938074	0.640385691	0.527870343
at1g59077.1	0.160725267	-0.525658454	0.442390805
at1g59124.1	0.248335586	0.682307753	0.79609307
at1g59171.1	0.523377672	-0.202092366	-0.837557495
at1g59218.1	0	0.965193426	0.329882237
at1g59312.1	0	0.806719869	-0.083378673
at1g59359.1	0	-0.123661748	-0.306996339
at1g59406.1	0	-0.987559022	-0.959042091
at1g59453.1	0.00245229	-0.168182496	0.163425333
at1g59500.1	0	-0.179897385	-0.799755086
at1g59510.1	0	0.187093366	0.661686101
at1g59520.3	-0.836131381	-0.746536582	0.517901289
at1g59530.1	-0.136400143	-0.293612342	-0.259031889
at1g59535.1	-0.674045012	-0.687642603	-0.593301002
at1g59540.1	-0.727520129	0.667625087	0.225556468
at1g59550.1	-0.936688916	0.057149123	-0.379072681
at1g59560.1	0	0.660338456	-0.304118438
at1g59580.1	0.413973411	-0.827476782	0.344360197
at1g59590.1	0	0.636243897	0.23856611
at1g59600.1	0.467924771	-0.021752941	0.100788918
at1g59610.1	-0.651775451	0.501586493	0.074403296
at1g59620.1	-0.619054374	-0.13838885	-0.425049807
at1g59630.1	0.523142993	0.46422878	-0.931624272
at1g59640.2	0	0.50226061	0.340762831
at1g59650.1	0.425988814	-0.302026121	0.651437778
at1g59660.1	-0.166676403	0.537420252	-0.38650955
at1g59670.1	0	-0.701175904	-0.430252502
at1g59675.1	-0.869812369	0.437424191	0.025953137
at1g59680.1	-0.745830957	0.337951753	-0.371830453
at1g59690.1	0	0.78315456	0.981778882
at1g59700.1	0.941766749	-0.161322105	0.822528881
at1g59710.1	0.229761546	0.159044637	-0.677062124
at1g59720.1	0	-0.405732958	-0.845710263
at1g59722.1	0	0.979988649	-0.58945578
at1g59725.1	0	-0.275340674	0.713742039
at1g59730.1	-0.024157151	0.923585236	-0.150415207
at1g59740.1	0	0.249890743	0.796285325
at1g59750.1	0.147412995	-0.377253479	0.34880996
at1g59760.1	0	0.662384061	0.369422586
at1g59780.1	0.925271867	-0.823723543	-0.117203592
at1g59790.1	0.209515015	-0.2944296	-0.476713694
at1g59800.1	-0.794157393	0.341453282	-0.087004662
at1g59810.1	-0.407196659	-0.202501377	0.105247854
at1g59820.1	0.285411702	0.902877714	0.199466785
at1g59830.1	0	0.144487079	-0.303045558
at1g59833.1	0	-0.139837038	-0.30437747
at1g59835.1	0.031418099	0.681541404	-0.453248104
at1g59840.1	-0.747120817	0.495794408	0.737898328
at1g59850.1	0.933493936	-0.342196407	0.137664616
at1g59860.1	0	0.83423424	-0.864266813
at1g59865.1	-0.222447234	-0.251704295	0.1198774
at1g59870.1	0.870135141	-0.563972673	-0.292763691
at1g59885.1	0	-0.371281061	0.779188435
at1g59890.2	-0.687070781	0.275230325	0.629583449
at1g59900.1	-0.394092323	0.660664767	-0.56911918
at1g59910.1	0	-0.273928011	-0.441642125
at1g59920.1	0	0.68345077	0.848590625
at1g59930.1	0.554254036	0.015037353	0.335645629
at1g59940.1	-0.166601847	0.087422598	0.647642684
at1g59950.1	0	-0.712067327	-0.699119927
at1g59960.1	0.045304323	0.311910771	0.210777653
at1g59970.1	-0.684143186	-0.502025955	-0.558952448
at1g59980.1	0.730994885	0.392905341	-0.721204742
at1g59990.1	0	0.183605083	-0.536969942
at1g60000.1	-0.374693877	-0.626340753	0.531631753
at1g60010.1	0.264171769	0.250264594	0.492022686
at1g60030.1	0.164257836	0.564063525	-0.843625458
at1g60040.1	0	-0.348104188	-0.804957209
at1g60050.1	0.154909353	-0.443179532	0.63001578
at1g60060.1	-0.711698954	-0.820574392	-0.832839932
at1g60070.2	0.302756884	-0.250748713	-0.12334461
at1g60080.1	-0.891950991	0.895406039	-0.72999963
at1g60090.1	-0.36631316	0.152361533	-0.655563831
at1g60095.1	-0.930279475	0.784904767	0.263909631
at1g60110.1	0.80974287	0.562353954	0.0924702
at1g60130.1	0.439440847	0.617837723	-0.070097521
at1g60140.1	0	-0.340341811	-0.971944799
at1g60160.1	-0.758662373	-0.900906005	-0.558905293
at1g60170.1	0	0.601059591	-0.168921128
at1g60190.1	0	0.401754717	0.814184415
at1g60200.1	0	-0.345448718	0.251799786
at1g60220.1	0	0.104028743	0.147291502
at1g60230.1	0	-0.014749464	0.824586475
at1g60240.1	0	0.429044362	0.065547649
at1g60250.1	0.641044103	0.725332771	0.123416001
at1g60260.1	0	0.214861251	0.211638211
at1g60270.1	0.325056659	-0.76895261	-0.317076084
at1g60280.1	-0.799271147	0.063352041	0.840314213
at1g60300.1	-0.335154063	0.435233439	-0.929188532
at1g60320.1	0	-0.64057216	-0.888448771
at1g60340.1	0.03035128	-0.666255686	0.355067392
at1g60350.1	0.182615504	-0.789039158	-0.113143539
at1g60360.1	0	0.174663505	0.358529228
at1g60370.1	0.606552534	0.286271226	-0.87038377
at1g60380.1	0.970912701	-0.606757717	0.71000446
at1g60390.1	0.984658586	-0.406006518	-0.403074941
at1g60400.1	0	0.225272635	-0.983599737
at1g60410.1	-0.626354972	0.695259762	-0.617694738
at1g60420.1	-0.145893267	-0.95968164	-0.171660796
at1g60430.1	-0.772731327	0.71073495	-0.125272868
at1g60440.1	0.197868912	0.542324346	-0.790617563
at1g60450.1	-0.352796484	-0.565998394	-0.234683931
at1g60460.1	-0.118545513	0.771240814	0.955579738
at1g60470.1	0	0.897010179	-0.13187304
at1g60490.1	-0.548466532	0.56071742	0.6937178
at1g60500.1	0.160931983	0.130634638	0.697953282
at1g60530.1	0	0.860003452	-0.508141979
at1g60550.1	0	0.350239141	0.816347701
at1g60560.1	0	0.19644314	0.868131826
at1g60570.1	0.592678715	-0.477333939	0.258471297
at1g60590.1	0	-0.481858621	-0.8757264
at1g60600.2	0	-0.721583152	-0.115782032
at1g60610.1	0	0.376654113	-0.252301423
at1g60620.1	0.233852622	0.914650177	-0.359602139
at1g60625.1	0	0.861014373	-0.63824969
at1g60630.1	0	-0.793332162	-0.890970507
at1g60640.1	-0.360341596	0.673500448	0.519012345
at1g60650.1	0.682200838	-0.572081578	0.925658215
at1g60660.1	-0.501468148	0.117486977	0.480649777
at1g60670.2	-0.210076752	-0.219068945	0.246018935
at1g60680.1	0.267187193	-0.779163607	-0.654618438
at1g60690.1	0.952906376	0.419947896	-0.835199443
at1g60700.1	0.870606233	-0.774330348	0.756488052
at1g60710.1	0	0.976740383	0.364504263
at1g60720.1	-0.121856849	-0.683397926	0.77542338
at1g60730.3	0	-0.119169537	0.628986939
at1g60740.1	0.708386133	0.985956192	-0.807005329
at1g60750.1	-0.388496329	0.564367585	0.406479187
at1g60760.1	0.231542396	-0.678596178	-0.974076639
at1g60770.1	0	0.148616272	-0.062183755
at1g60780.1	-0.84681148	0.466457725	-0.222025457
at1g60783.1	0	-0.334602209	-0.370064258
at1g60790.1	-0.934187277	0.157414441	0.954912477
at1g60800.1	-0.018523801	0.919452479	0.930795286
at1g60810.1	0.957537803	0.648245662	-0.688063153
at1g60815.1	0	-0.800938336	-0.598935753
at1g60830.1	-0.007432489	-0.393182516	-0.68119897
at1g60850.2	0.566372258	0.136135107	0.086012963
at1g60860.1	0	-0.172435888	-0.354612292
at1g60870.1	0	-0.509225793	0.867756723
at1g60880.1	-0.91100444	-0.166470337	0.170806374
at1g60890.2	0.544238723	-0.188841033	0.024791543
at1g60900.1	0.744258659	0.554375548	0.885370374
at1g60913.1	0	-0.067932552	0.090414281
at1g60920.1	0	-0.657885497	0.162930362
at1g60930.1	0.696654817	0.978121832	-0.485254716
at1g60940.1	0.519700484	0.346732556	-0.724362181
at1g60950.1	-0.602463521	0.803771453	0.374652328
at1g60960.1	0	-0.494685667	-0.095368722
at1g60970.1	0.621995702	0.589308685	-0.417750519
at1g60980.1	0.41714567	-0.596893255	-0.159845566
at1g60983.1	-0.756923423	-0.606527921	-0.225689433
at1g60985.1	0	-0.503680601	-0.468231998
at1g60986.1	-0.037464505	-0.627216449	0.412575224
at1g60987.1	0.014050613	-0.401988065	0.253761412
at1g60989.1	-0.361080553	-0.690482433	-0.359216791
at1g60990.1	0.931244941	-0.261393821	-0.346653684
at1g60995.1	-0.577917155	-0.590970399	0.996994681
at1g61000.1	-0.187967613	-0.614428629	-0.803248265
at1g61010.1	0.316656992	-0.307647305	-0.754277333
at1g61030.1	-0.593854184	0.704235277	0.699063193
at1g61040.1	0.537325077	0.157291239	0.293702092
at1g61050.1	0	-0.356127353	-0.902510945
at1g61060.1	0	-0.40829699	-0.731665431
at1g61065.1	0	-0.068813126	0.692152339
at1g61070.1	0.090206556	0.976812339	0.95812608
at1g61080.1	-0.931575909	0.366580892	0.672928889
at1g61090.1	-0.979634506	-0.567709785	-0.727424162
at1g61093.1	0	0.07081636	0.742288344
at1g61095.1	-0.09123357	0.687451475	0.318486753
at1g61097.1	0	0.493903476	-0.416149564
at1g61100.1	-0.009152552	0.280073261	-0.731679388
at1g61105.1	0.458931787	0.678970906	0.087403266
at1g61110.1	0.33365516	0.371001107	0.774987062
at1g61120.1	0	0.246896451	-0.303433926
at1g61130.1	0.100606819	0.619408239	0.352956672
at1g61140.1	0.49362332	-0.253686368	-0.801910749
at1g61150.1	0	0.191399772	0.592154703
at1g61160.1	0	-0.63444562	0.114607208
at1g61165.1	0.6042719	-0.736185356	-0.511180043
at1g61170.1	-0.124164745	-0.257009753	0.433999118
at1g61180.2	0.692839342	-0.129197536	0.730478362
at1g61190.1	0	-0.039756878	0.795737183
at1g61200.1	-0.074595963	-0.808775049	-0.864036156
at1g61210.1	-0.248719159	-0.396341564	0.060802856
at1g61215.1	-0.802096058	0.27157303	-0.027898819
at1g61230.1	-0.379657823	-0.260383733	-0.197070395
at1g61240.1	0.479719012	-0.588118072	0.86929176
at1g61250.1	0	-0.239492524	-0.964035929
at1g61255.1	0	-0.963335929	-0.158037381
at1g61260.1	-0.695374597	-0.05491342	-0.069104002
at1g61270.1	-0.983469686	-0.61982581	-0.055290538
at1g61280.1	0.533207904	0.973793811	-0.433386389
at1g61290.1	-0.79715849	-0.822911614	0.575528652
at1g61300.1	-0.122151546	0.928782074	-0.12951362
at1g61310.1	0.60188205	-0.500696173	-0.24815696
at1g61320.1	-0.928378797	0.179798631	-0.326421608
at1g61330.1	0.254565289	-0.178039123	-0.288368533
at1g61340.2	-0.144543137	0.290768654	0.476100213
at1g61350.1	0	-0.813919207	-0.667963068
at1g61353.1	0.075003795	-0.346573762	0.898488933
at1g61360.1	0	-0.500742095	0.806400087
at1g61370.1	0	0.028438738	0.200103215
at1g61380.1	0	0.29039129	-0.986074722
at1g61390.1	-0.824788973	0.979449556	-0.92171719
at1g61400.1	0.036010161	-0.47829774	0.343746288
at1g61410.1	0	-0.407033998	0.090005463
at1g61415.1	0.163437575	0.481103249	0.85083948
at1g61420.1	0.731735907	-0.885231792	-0.739278421
at1g61430.1	0	0.942138634	0.541624022
at1g61440.1	0	0.196360229	0.046548394
at1g61450.1	0.17772515	-0.143408857	0.435813982
at1g61460.1	0	0.43195462	-0.222965015
at1g61470.1	-0.914029101	-0.308428249	0.925070845
at1g61475.1	0	-0.496587446	-0.474911949
at1g61480.1	0.301280151	0.663719179	-0.641868632
at1g61490.1	-0.651172634	-0.969445298	0.635023781
at1g61500.1	-0.503732291	0.868745728	0.468511464
at1g61520.1	-0.131798577	-0.555883419	-0.346749122
at1g61540.1	-0.380209691	0.284145336	0.254702852
at1g61550.1	-0.379900657	-0.898756141	-0.183321173
at1g61560.1	0.47117337	0.181857728	-0.582138124
at1g61563.1	0	0.977556872	0.760352439
at1g61566.1	-0.58142908	0.239026918	-0.628732385
at1g61570.1	0.329911701	-0.051457625	-0.640781786
at1g61575.1	0.011895848	-0.257240513	-0.837828745
at1g61580.1	0	-0.618795383	-0.223531447
at1g61590.1	-0.986386847	-0.836948192	0.464905708
at1g61600.1	-0.420084489	-0.744433544	-0.594616415
at1g61610.1	0	0.621490714	-0.487010388
at1g61620.1	0	-0.691095549	0.484089508
at1g61630.1	-0.574338634	-0.603225579	-0.920903591
at1g61640.1	-0.424781893	0.783477678	0.631891382
at1g61660.1	0.695446028	-0.526596267	0.420533504
at1g61667.1	0	0.104792691	0.015216891
at1g61670.1	-0.423418742	-0.346419513	0.234703729
at1g61680.1	-0.730437583	0.511384889	-0.515803818
at1g61688.1	0	-0.107688574	-0.267775813
at1g61690.1	-0.276414393	0.37039302	0.878282604
at1g61700.1	0	-0.296388242	0.652440096
at1g61710.1	-0.328913882	-0.606517636	-0.641211072
at1g61720.1	0.653567786	-0.12896516	-0.00282889
at1g61730.1	0.33458049	0.782298084	-0.95799075
at1g61740.1	0	-0.901385989	-0.802361773
at1g61750.1	-0.389352568	0.222120571	0.207099847
at1g61760.1	0.117334676	0.495789071	0.537956796
at1g61770.1	-0.041646811	0.873580144	-0.413223691
at1g61780.1	-0.625908544	0.716840357	0.03356838
at1g61790.1	0	-0.5991408	-0.017331828
at1g61795.1	-0.373821447	0.943393435	-0.615206595
at1g61800.1	0	0.111421122	-0.366196702
at1g61810.3	0	-0.924611919	0.191702478
at1g61820.1	-0.976902525	-0.31138762	-0.501634282
at1g61840.1	0.714227426	-0.577020753	-0.553978535
at1g61850.1	-0.771718948	0.759336649	-0.498184277
at1g61860.1	0.715310852	0.034101032	0.798905523
at1g61870.1	0	0.738001929	-0.896617701
at1g61890.1	0	0.757499351	-0.519655271
at1g61900.1	0	0.777552978	-0.411429
at1g61920.1	0	-0.377903146	0.439006106
at1g61930.1	0	0.67691069	-0.065887725
at1g61940.1	-0.746520503	-0.812258601	0.544389572
at1g61950.1	-0.527443999	0.784549441	0.364303867
at1g61960.1	0	-0.004672122	-0.399068772
at1g61970.1	0	-0.803805836	-0.451353674
at1g61980.1	0	-0.499153387	0.760533231
at1g61990.1	-0.375476961	-0.818184499	0.078520819
at1g62000.1	0	0.684376292	0.513442307
at1g62010.1	0.522218172	0.940233118	-0.319729988
at1g62020.1	0	0.665683206	0.352745568
at1g62030.1	-0.311634972	-0.798032495	-0.558792825
at1g62040.2	0.658285346	0.165889647	0.260802148
at1g62045.1	-0.79006939	0.932077391	-0.817900878
at1g62050.1	0	-0.315794533	0.909037612
at1g62060.1	0	-0.998826233	0.695173443
at1g62070.1	-0.875059289	-0.424206524	-0.628130929
at1g62080.1	0.654060917	-0.27897877	-0.343551331
at1g62085.1	0.149562766	0.401010108	-0.067626356
at1g62110.1	0	-0.253486512	0.142356366
at1g62120.1	0	0.278759634	0.84741904
at1g62130.1	0.688710741	0.784303683	0.324534383
at1g62150.1	0.832157253	-0.821150584	0.414069968
at1g62160.1	0.603678844	0.65805504	0.584549822
at1g62170.2	0.605772481	-0.128867919	0.608541318
at1g62180.1	-0.493237145	-0.511095862	0.142879067
at1g62181.1	0.964444599	0.88500588	0.15873396
at1g62190.1	0.215725647	0.006072208	-0.339303413
at1g62200.1	0	0.554398528	-0.607114545
at1g62210.1	-0.60117298	-0.08223851	0.083169611
at1g62220.1	0	0.581042889	-0.051919168
at1g62225.1	-0.299087321	0.437601261	-0.107651955
at1g62240.1	-0.09471479	0.807879442	-0.084357307
at1g62250.1	-0.874288677	0.6788394	0.657928657
at1g62260.1	0.855636861	-0.356744294	0.061162757
at1g62262.1	0	0.441291102	0.818295805
at1g62270.1	0.266228763	-0.356403698	0.214351489
at1g62280.1	-0.532571021	-0.269875968	0.449168382
at1g62290.1	0.861753191	-0.35119033	-0.588531135
at1g62300.1	0	-0.116250524	0.380500898
at1g62301.1	0	-0.913337532	0.753028549
at1g62305.1	0.383397761	0.069223792	-0.965276171
at1g62310.1	0	0.710245231	-0.412688574
at1g62320.1	0	-0.329534813	-0.944404283
at1g62330.1	0.088857171	0.517069081	-0.563649213
at1g62333.1	-0.263083985	0.04869735	-0.091282858
at1g62340.1	0	0.574925604	-0.891959956
at1g62350.1	0.376867494	0.102686287	0.22097373
at1g62360.1	-0.567933078	0.374524159	0.347153551
at1g62370.1	-0.881974031	0.967456751	0.418026627
at1g62380.1	0.498298797	-0.327871008	0.28922404
at1g62390.1	-0.071191949	0.867842547	-0.473055055
at1g62400.1	-0.68768512	0.309358735	-0.92626382
at1g62410.1	0	-0.608448932	-0.20964459
at1g62420.1	-0.725657869	-0.116248088	0.28650082
at1g62421.1	-0.98074931	-0.587111464	0.683239381
at1g62422.1	0.17285302	0.382365694	-0.781332082
at1g62430.1	0	-0.030450716	0.315474625
at1g62440.1	0	0.369903316	0.067600926
at1g62450.1	0.203523604	0.146036242	0.32653181
at1g62480.1	0.359342398	0.488908893	0.914384195
at1g62490.1	-0.735387779	0.389649624	-0.887200594
at1g62500.1	0.616752019	-0.696157165	-0.499822669
at1g62510.1	-0.641335006	-0.932449451	-0.19063428
at1g62520.1	0	0.11172758	0.044960303
at1g62530.1	0	0.131135797	0.686324754
at1g62540.1	0.595209301	0.692782619	-0.256580126
at1g62560.1	0	-0.903451719	-0.665736749
at1g62570.1	-0.552290658	-0.07958709	-0.896867623
at1g62580.1	0.233666152	-0.253631028	0.569701655
at1g62590.1	0.674756751	0.266604287	0.885667719
at1g62600.1	0	0.75729581	0.517072053
at1g62610.4	-0.077308139	-0.773220145	-0.620840866
at1g62620.1	-0.348629769	-0.040130171	-0.091424576
at1g62630.1	0	-0.15564756	0.686477441
at1g62640.1	-0.091381066	0.817191516	0.130705292
at1g62660.1	0	-0.868726853	-0.866547031
at1g62670.1	0.579905618	-0.630509494	0.228572528
at1g62680.1	0.42050048	-0.61385185	-0.162416401
at1g62690.1	-0.334260515	-0.230542744	0.376088856
at1g62700.1	0	-0.391881102	-0.937277965
at1g62710.1	-0.374756554	-0.038002945	0.563741336
at1g62720.1	0.913423896	-0.931427029	-0.764370983
at1g62730.1	-0.747939217	0.406038943	0.080858424
at1g62740.1	0.611510108	-0.595904102	-0.049002704
at1g62750.1	0.596259076	-0.89883348	0.731203979
at1g62760.1	-0.71778727	0.997137641	-0.58384933
at1g62770.1	-0.974889083	0.116155581	-0.074991454
at1g62780.1	-0.762759752	0.634950364	-0.814407306
at1g62790.1	0.931860737	-0.933165025	0.351781348
at1g62800.2	0.447378541	0.747887922	-0.639460388
at1g62810.1	0.370456601	0.592530552	-0.903074357
at1g62820.1	0	-0.616933966	-0.495866608
at1g62830.1	0	-0.42142711	0.083307565
at1g62840.1	0.065326121	-0.808299474	0.661907823
at1g62850.2	0.62910609	-0.191349958	0.710449204
at1g62863.1	-0.701604356	-0.251926344	-0.973744543
at1g62870.1	0.300324772	-0.106035679	0.693534716
at1g62880.1	0	-0.925336741	0.563708211
at1g62886.1	0.514687274	0.827383887	0.356990707
at1g62900.1	0.150736035	-0.2882045	0.873961949
at1g62910.1	-0.247306457	0.091866928	-0.044350759
at1g62914.1	0.762266636	0.20204224	-0.681298517
at1g62920.1	0	0.56203769	-0.77746228
at1g62930.1	0	0.312492083	-0.131744264
at1g62935.1	0	-0.891369339	-0.43349879
at1g62940.1	0	-0.4375116	0.560970738
at1g62950.1	-0.014141222	0.058595538	-0.767167869
at1g62960.1	0.637896805	-0.64770081	-0.096921172
at1g62970.1	0.349955067	0.903091857	-0.56533979
at1g62975.1	0.845315928	0.969184601	0.195807483
at1g62978.1	0	0.675057635	-0.483518245
at1g62980.1	-0.144861135	0.618057147	0.441024873
at1g62981.1	0	-0.55230939	-0.78306191
at1g62990.1	-0.889255383	0.60703979	-0.463073303
at1g63000.1	-0.449649779	-0.364017665	-0.062291417
at1g63010.5	0	0.910746689	0.080986992
at1g63020.1	-0.929455787	0.46822425	0.317793968
at1g63030.1	0.060760203	-0.86137755	-0.773926092
at1g63050.1	0	0.971233669	0.053888655
at1g63055.1	0	-0.639790903	0.091094222
at1g63057.1	-0.591051992	-0.985932404	0.15092381
at1g63060.1	0	0.185146415	-0.333411964
at1g63070.1	0	0.595219536	0.68544468
at1g63080.1	-0.86926045	0.746590086	0.421354197
at1g63090.1	-0.560993872	0.864256273	0.55208602
at1g63100.1	0.090676114	0.6305674	-0.783090702
at1g63105.1	0.61202442	0.876577336	-0.814877873
at1g63110.1	0.959983721	-0.54926641	-0.561355395
at1g63120.1	0	-0.310913586	-0.966919986
at1g63130.1	-0.206666336	0.927180846	0.34494546
at1g63140.2	0.550245949	-0.637036754	0.459294168
at1g63150.1	0	0.291606171	-0.779461957
at1g63160.1	-0.827653545	-0.132884843	-0.75538491
at1g63170.1	0	-0.387733827	0.822523682
at1g63180.1	0.463980526	0.116369312	-0.101364717
at1g63190.1	-0.155402747	-0.703461213	0.246007845
at1g63200.1	-0.922146583	-0.769647278	0.010109015
at1g63205.1	0.121234714	0.828836284	0.966880428
at1g63206.1	-0.456932272	-0.869559807	0.364676607
at1g63210.1	0	-0.948668818	0.218837168
at1g63220.1	-0.5812231	-0.408927068	0.758289289
at1g63230.1	0.660348417	0.255519931	-0.955081774
at1g63240.1	0	0.691059537	-0.398366045
at1g63245.1	0.000542141	0.374868409	-0.160761271
at1g63250.1	0.222417649	-0.59610343	-0.75400149
at1g63260.1	-0.62993222	0.27289698	0.740821118
at1g63270.1	0.968504181	0.573461182	0.903912838
at1g63280.1	-0.650845838	-0.911784719	-0.591390421
at1g63290.1	0	-0.545189181	0.036296858
at1g63295.1	0.938690583	0.19916104	-0.601864146
at1g63300.1	0.420613843	-0.715865486	-0.940605084
at1g63310.1	0	0.583564311	-0.394118903
at1g63320.1	0	-0.020896503	-0.502058501
at1g63330.1	0	0.615085434	0.923671694
at1g63340.1	0	-0.08980888	0.877558333
at1g63350.1	0.287116821	-0.570012119	0.575857459
at1g63360.1	0.431600438	-0.48019515	0.21632765
at1g63370.1	-0.607999163	0.803688203	0.715195795
at1g63380.1	-0.659836415	-0.987605159	0.910117966
at1g63390.1	-0.002423985	-0.943013746	0.053968718
at1g63400.1	0.125118319	-0.031511241	0.724757132
at1g63410.1	0	0.121292428	0.151272648
at1g63420.1	-0.279111791	0.174132387	0.756203529
at1g63430.2	0.641507209	-0.772802413	-0.855364538
at1g63440.1	-0.424462412	-0.226634738	0.762195914
at1g63450.1	-0.581878763	0.01283881	-0.201617276
at1g63460.1	0	-0.817923106	0.034814312
at1g63470.1	0	-0.604291404	0.096468183
at1g63480.1	0	0.345127314	0.147616001
at1g63490.1	0	-0.921087735	0.607675371
at1g63500.1	0.718631896	0.52423929	-0.790472248
at1g63520.1	0.384206869	0.654985658	-0.52805531
at1g63522.1	0.179223301	-0.171002481	0.698184117
at1g63530.1	0	-0.024990326	0.515017276
at1g63535.1	-0.412548363	0.820983099	0.190148486
at1g63540.1	-0.707928283	-0.371666848	-0.34619043
at1g63550.1	0.841481394	0.237361871	-0.885791926
at1g63560.1	0.886727729	0.712150816	0.69436598
at1g63570.1	0	0.432253981	-0.536684612
at1g63580.1	0	0.21438354	-0.072527437
at1g63590.1	0	0.539036411	0.832979672
at1g63600.1	0	-0.309267777	-0.111794406
at1g63610.2	0.584692785	-0.490451093	-0.718166218
at1g63630.1	0.863480747	0.61656301	-0.818355375
at1g63640.1	-0.115285701	-0.999157895	-0.506520633
at1g63650.1	-0.29046956	0.512445993	0.048841969
at1g63660.1	0	0.518566033	-0.474688555
at1g63670.1	-0.944883919	-0.131494913	0.693300469
at1g63680.1	-0.798834844	0.183013679	0.130758025
at1g63690.2	0.622156126	0.231151844	0.961474578
at1g63700.1	0	-0.700250017	0.948122728
at1g63710.1	-0.209292283	-0.110258911	0.12285826
at1g63720.1	-0.788019653	-0.012018049	-0.68735297
at1g63730.1	0	0.418759333	-0.641779941
at1g63740.1	-0.130941253	0.826962084	0.610585164
at1g63750.3	-0.468828127	0.608878673	-0.459964474
at1g63770.5	0	-0.480279141	-0.062658963
at1g63780.1	-0.857339823	0.351732291	0.788627276
at1g63800.1	0.777419212	0.15009412	0.595158456
at1g63810.1	0	0.611663922	0.465593488
at1g63820.1	0.302248544	-0.76221739	0.760845967
at1g63830.2	-0.540000055	-0.022730051	-0.221931449
at1g63840.1	0.858645691	0.676548562	-0.778080141
at1g63850.1	-0.856603559	-0.156671305	-0.475549173
at1g63855.3	0.289804249	0.170841001	0.751518848
at1g63860.1	0	0.02642084	0.875514437
at1g63870.1	-0.987769845	-0.840819786	0.72815251
at1g63880.1	0.858221414	0.927478243	0.148299656
at1g63900.2	0.386544714	-0.184421519	0.815717318
at1g63910.1	0	-0.959277786	-0.239606681
at1g63930.1	0.57891494	-0.581975785	-0.623845877
at1g63940.2	0	-0.353663302	0.305402531
at1g63950.1	-0.580474233	0.337212836	-0.703991185
at1g63960.1	0	0.938247842	-0.48994142
at1g63970.1	-0.739752287	0.488862614	0.305211559
at1g63980.1	0	-0.775294931	0.355989996
at1g63990.1	0.993789158	-0.073408763	0.560607516
at1g64000.1	0	0.111506675	-0.677613729
at1g64010.1	0	0.683024177	0.319314993
at1g64020.1	0.132190676	0.017635754	0.016689226
at1g64030.1	0.830459773	0.388440828	0.870318444
at1g64040.1	0	-0.315289673	-0.960055851
at1g64050.1	0	0.635259356	-0.951733936
at1g64060.1	-0.266637779	0.83548202	-0.415950772
at1g64065.1	-0.158685151	0.095444408	-0.508192849
at1g64070.1	0.444938367	-0.10138898	0.791801286
at1g64080.1	-0.005246566	-0.756109805	-0.690694716
at1g64090.2	-0.317862064	-0.646743019	-0.265697949
at1g64100.1	0	-0.862769146	-0.140694776
at1g64105.1	0	-0.120815711	0.153308772
at1g64107.1	0.72475439	0.263597426	-0.786455638
at1g64110.2	-0.662267999	0.557243598	-0.260541228
at1g64130.1	-0.552655941	0.710748607	-0.026749631
at1g64140.1	0	-0.760895484	-0.406176607
at1g64150.1	-0.180274285	0.161045103	-0.497006256
at1g64160.1	0	0.371251598	-0.393018481
at1g64170.1	0	0.461686565	0.074555218
at1g64180.1	0.340798688	-0.22640962	-0.833165456
at1g64185.1	0.937023068	-0.165684487	-0.231739191
at1g64190.1	0	-0.829039469	-0.819263883
at1g64195.1	-0.594241184	-0.883107134	0.507983712
at1g64200.1	0.991448723	-0.887391384	0.753587104
at1g64210.1	0.930329229	-0.709680155	-0.729388587
at1g64220.1	0.822279955	0.624378566	0.395720249
at1g64230.4	0.579571807	-0.304684374	0.43575256
at1g64235.1	0	-0.006835036	-0.032851267
at1g64255.1	0.092159553	0.310811046	0.50638516
at1g64260.1	0	-0.867046791	0.622972921
at1g64280.1	0.165283417	-0.709871823	0.826909319
at1g64290.1	-0.981081079	-0.750841109	0.624079671
at1g64295.1	0.128376077	0.140244998	-0.836440295
at1g64300.1	0.926821268	-0.161354268	0.185280413
at1g64310.1	-0.060499925	-0.379016038	0.552025434
at1g64320.1	0	0.120679484	0.720095072
at1g64330.1	0.426494128	-0.726637585	0.990008579
